time,stance,t_swing,tau,contact_l,contact_r,has_lifted,step_x,step_y,des_x,des_y,des_z,vx_des,vy_des,vz_des,act_x,act_y,act_z,switched
4.654000,0,0.146000,0.730000,1,0,1,-0.031800,-0.001836,-0.203622,0.041873,0.033949,-0.269787,-0.038792,-0.519393,-0.216313,0.040703,0.032299,0
4.654000,0,0.148000,0.740000,1,0,1,-0.031800,-0.001836,-0.204158,0.041796,0.032892,-0.265850,-0.037611,-0.537642,-0.216185,0.040781,0.031165,0
4.658000,0,0.150000,0.750000,1,0,1,-0.031800,-0.001836,-0.204686,0.041722,0.031799,-0.262050,-0.036213,-0.555360,-0.216023,0.041057,0.028808,0
4.660000,0,0.152000,0.760000,1,0,1,-0.031800,-0.001836,-0.205206,0.041651,0.030671,-0.257681,-0.034806,-0.572531,-0.216023,0.041057,0.028808,0
4.660000,0,0.154000,0.770000,1,0,1,-0.029394,-0.002201,-0.205703,0.041581,0.029509,-0.240055,-0.035255,-0.589136,-0.215883,0.041208,0.027567,0
4.664000,0,0.156000,0.780000,1,0,1,-0.029394,-0.002201,-0.206167,0.041511,0.028314,-0.223804,-0.035266,-0.605160,-0.215511,0.041521,0.024983,0
4.666000,0,0.158000,0.790000,1,0,1,-0.029394,-0.002201,-0.206599,0.041440,0.027089,-0.208061,-0.035123,-0.620586,-0.215511,0.041521,0.024983,0
4.668000,0,0.160000,0.800000,1,0,1,-0.029394,-0.002201,-0.207000,0.041371,0.025833,-0.193263,-0.034674,-0.635400,-0.215269,0.041686,0.023634,0
4.670000,0,0.162000,0.810000,1,0,1,-0.029394,-0.002201,-0.207373,0.041302,0.024547,-0.179344,-0.033951,-0.649588,-0.214957,0.041849,0.022260,0
4.672000,0,0.164000,0.820000,1,0,1,-0.029394,-0.002201,-0.207717,0.041235,0.023235,-0.165124,-0.032491,-0.663134,-0.214459,0.042034,0.020862,0
4.674000,0,0.166000,0.830000,1,0,1,-0.029394,-0.002201,-0.208035,0.041172,0.021895,-0.153107,-0.031345,-0.676025,-0.214129,0.042182,0.019436,0
4.674000,0,0.168000,0.840000,1,0,1,-0.029394,-0.002201,-0.208330,0.041110,0.020531,-0.141917,-0.029868,-0.688250,-0.213636,0.042356,0.017985,0
4.678000,0,0.170000,0.850000,1,0,1,-0.029394,-0.002201,-0.208602,0.041053,0.019143,-0.129659,-0.027249,-0.699795,-0.212355,0.042711,0.014998,0
4.680000,0,0.172000,0.860000,1,0,1,-0.029394,-0.002201,-0.208849,0.041001,0.017732,-0.117801,-0.024720,-0.710650,-0.212355,0.042711,0.014998,0
4.682000,0,0.174000,0.870000,1,0,1,-0.029394,-0.002201,-0.209074,0.040955,0.016301,-0.106784,-0.021985,-0.720803,-0.211730,0.042884,0.013463,0
4.684000,0,0.176000,0.880000,1,0,1,-0.029394,-0.002201,-0.209281,0.040913,0.014850,-0.100993,-0.019501,-0.730245,-0.211312,0.043059,0.011925,0
4.686000,0,0.178000,0.890000,1,0,1,-0.025612,-0.002788,-0.209384,0.040864,0.013380,-0.004733,-0.029433,-0.738966,-0.210419,0.043224,0.010327,0
4.688000,0,0.180000,0.900000,1,0,1,-0.025612,-0.002788,-0.209320,0.040797,0.011894,0.066359,-0.036741,-0.746958,-0.209986,0.043415,0.008753,0
4.690000,0,0.182000,0.910000,1,0,1,-0.025612,-0.002788,-0.209144,0.040722,0.010393,0.107604,-0.038214,-0.754213,-0.208568,0.043776,0.005498,0
4.692000,0,0.184000,0.920000,1,0,1,-0.025612,-0.002788,-0.208907,0.040647,0.008878,0.128843,-0.037114,-0.760723,-0.208568,0.043776,0.005498,0
4.694000,0,0.186000,0.930000,1,0,1,-0.025612,-0.002788,-0.208640,0.040575,0.007350,0.136773,-0.034708,-0.766483,-0.207530,0.043935,0.003850,0
4.696000,0,0.188000,0.940000,1,0,1,-0.025612,-0.002788,-0.208362,0.040510,0.005812,0.140522,-0.030102,-0.771487,-0.206108,0.044118,0.002179,0
4.698000,1,0.000000,0.000000,1,1,0,-0.025612,-0.002788,-0.181243,0.043031,-0.003557,-0.014677,-0.000458,0.785398,-0.181228,0.043032,-0.003959,1
4.698000,1,0.002000,0.010000,1,1,0,-0.025612,-0.002788,-0.181286,0.043030,-0.001986,-0.028688,-0.000857,0.785011,-0.181043,0.043096,-0.003946,0
4.702000,1,0.004000,0.020000,1,1,0,-0.025612,-0.002788,-0.181357,0.043028,-0.000417,-0.041993,-0.000999,0.783848,-0.181207,0.043706,-0.003948,0
4.704000,1,0.006000,0.030000,1,1,0,-0.025612,-0.002788,-0.181454,0.043026,0.001149,-0.055018,-0.001138,0.781913,-0.181207,0.043706,-0.003948,0
4.706000,1,0.008000,0.040000,1,1,0,-0.025612,-0.002788,-0.181577,0.043024,0.002710,-0.067703,-0.001212,0.779205,-0.181485,0.043754,-0.003485,0
4.708000,1,0.010000,0.050000,1,1,0,-0.025612,-0.002788,-0.181725,0.043021,0.004265,-0.080099,-0.001248,0.775729,-0.181786,0.043562,-0.002632,0
4.710000,1,0.012000,0.060000,1,1,0,-0.025612,-0.002788,-0.181897,0.043019,0.005812,-0.092193,-0.001272,0.771487,-0.181997,0.043140,-0.001526,0
4.712000,1,0.014000,0.070000,1,1,0,-0.002719,-0.006335,-0.182085,0.043015,0.007350,-0.096102,-0.002520,0.766483,-0.182110,0.042521,-0.000287,0
4.714000,1,0.016000,0.080000,0,1,1,-0.002719,-0.006335,-0.182281,0.043009,0.008878,-0.099815,-0.003789,0.760723,-0.182413,0.040814,0.002540,0
4.716000,1,0.018000,0.090000,0,1,1,-0.002719,-0.006335,-0.182484,0.043000,0.010393,-0.103423,-0.005030,0.754213,-0.182413,0.040814,0.002540,0
4.718000,1,0.020000,0.100000,0,1,1,-0.002719,-0.006335,-0.182695,0.042989,0.011894,-0.106823,-0.006280,0.746958,-0.182430,0.039854,0.003950,0
4.720000,1,0.022000,0.110000,0,1,1,-0.002719,-0.006335,-0.182912,0.042975,0.013380,-0.110005,-0.007544,0.738966,-0.182405,0.038911,0.005320,0
4.722000,1,0.024000,0.120000,0,1,1,-0.002719,-0.006335,-0.183135,0.042958,0.014850,-0.112982,-0.008818,0.730245,-0.182393,0.038025,0.006678,0
4.724000,1,0.026000,0.130000,0,1,1,-0.002719,-0.006335,-0.183363,0.042939,0.016301,-0.115677,-0.010147,0.720803,-0.182376,0.036408,0.009417,0
4.726000,1,0.028000,0.140000,0,1,1,-0.002719,-0.006335,-0.183597,0.042918,0.017732,-0.118279,-0.011443,0.710650,-0.182376,0.036408,0.009417,0
4.728000,1,0.030000,0.150000,0,1,1,-0.002719,-0.006335,-0.183836,0.042894,0.019143,-0.120714,-0.012743,0.699795,-0.182402,0.035721,0.010845,0
4.728000,1,0.032000,0.160000,0,1,1,-0.002719,-0.006335,-0.184080,0.042867,0.020531,-0.123002,-0.014035,0.688250,-0.182487,0.035149,0.012330,0
4.732000,1,0.034000,0.170000,0,1,1,-0.002719,-0.006335,-0.184328,0.042837,0.021895,-0.125091,-0.015346,0.676025,-0.182768,0.034265,0.015422,0
4.734000,1,0.036000,0.180000,0,1,1,-0.002719,-0.006335,-0.184580,0.042805,0.023235,-0.127093,-0.016622,0.663134,-0.182768,0.034265,0.015422,0
4.734000,1,0.038000,0.190000,0,1,1,-0.009008,-0.007535,-0.184839,0.042770,0.024547,-0.131791,-0.018434,0.649588,-0.182973,0.033937,0.017007,0
4.738000,1,0.040000,0.200000,0,1,1,-0.009008,-0.007535,-0.185107,0.042732,0.025833,-0.136258,-0.020232,0.635400,-0.183212,0.033668,0.018559,0
4.740000,1,0.042000,0.210000,0,1,1,-0.009008,-0.007535,-0.185384,0.042690,0.027089,-0.140393,-0.021974,0.620586,-0.183317,0.033543,0.020093,0
4.740000,1,0.044000,0.220000,0,1,1,-0.009008,-0.007535,-0.185669,0.042644,0.028314,-0.144395,-0.023751,0.605160,-0.183859,0.033315,0.021526,0
4.744000,1,0.046000,0.230000,0,1,1,-0.009008,-0.007535,-0.185961,0.042595,0.029509,-0.148171,-0.025511,0.589136,-0.184292,0.033238,0.022949,0
4.746000,1,0.048000,0.240000,0,1,1,-0.009008,-0.007535,-0.186261,0.042542,0.030671,-0.151723,-0.027254,0.572531,-0.184795,0.033218,0.024336,0
4.748000,1,0.050000,0.250000,0,1,1,-0.009008,-0.007535,-0.186568,0.042485,0.031799,-0.155054,-0.028977,0.555360,-0.185366,0.033260,0.025687,0
4.750000,1,0.052000,0.260000,0,1,1,-0.009008,-0.007535,-0.186881,0.042426,0.032892,-0.158167,-0.030674,0.537642,-0.185995,0.033358,0.026998,0
4.750000,1,0.054000,0.270000,0,1,1,-0.009008,-0.007535,-0.187201,0.042363,0.033949,-0.161065,-0.032345,0.519393,-0.186684,0.033505,0.028272,0
4.754000,1,0.056000,0.280000,0,1,1,-0.009008,-0.007535,-0.187525,0.042296,0.034969,-0.163677,-0.034011,0.500632,-0.188223,0.033936,0.030694,0
4.756000,1,0.058000,0.290000,0,1,1,-0.009008,-0.007535,-0.187855,0.042227,0.035951,-0.166082,-0.035641,0.481376,-0.189067,0.034213,0.031839,0
4.758000,1,0.060000,0.300000,0,1,1,-0.009008,-0.007535,-0.188190,0.042154,0.036894,-0.168352,-0.037210,0.461645,-0.189067,0.034213,0.031839,0
4.758000,1,0.062000,0.310000,0,1,1,-0.009008,-0.007535,-0.188528,0.042078,0.037797,-0.170417,-0.038738,0.441459,-0.189951,0.034519,0.032933,0
4.762000,1,0.064000,0.320000,0,1,1,-0.015871,-0.006662,-0.188875,0.042000,0.038660,-0.176602,-0.039676,0.420837,-0.191817,0.035197,0.034973,0
4.764000,1,0.066000,0.330000,0,1,1,-0.015871,-0.006662,-0.189235,0.041919,0.039480,-0.182527,-0.040570,0.399800,-0.191817,0.035197,0.034973,0
4.764000,1,0.068000,0.340000,0,1,1,-0.015871,-0.006662,-0.189605,0.041837,0.040259,-0.188129,-0.041428,0.378368,-0.192797,0.035567,0.035923,0
4.768000,1,0.070000,0.350000,0,1,1,-0.015871,-0.006662,-0.189987,0.041754,0.040994,-0.193384,-0.042236,0.356563,-0.194851,0.036343,0.037702,0
4.770000,1,0.072000,0.360000,0,1,1,-0.015871,-0.006662,-0.190379,0.041668,0.041685,-0.198384,-0.043000,0.334406,-0.194851,0.036343,0.037702,0
4.772000,1,0.074000,0.370000,0,1,1,-0.015871,-0.006662,-0.190780,0.041582,0.042331,-0.203094,-0.043709,0.311919,-0.195925,0.036740,0.038533,0
4.772000,1,0.076000,0.380000,0,1,1,-0.015871,-0.006662,-0.191191,0.041494,0.042932,-0.207521,-0.044359,0.289124,-0.197023,0.037133,0.039316,0
4.774000,1,0.078000,0.390000,0,1,1,-0.015871,-0.006662,-0.191610,0.041404,0.043487,-0.211666,-0.044949,0.266044,-0.198125,0.037510,0.040050,0
4.778000,1,0.080000,0.400000,0,1,1,-0.015871,-0.006662,-0.192037,0.041314,0.043996,-0.215533,-0.045478,0.242701,-0.199234,0.037877,0.040734,0
4.780000,1,0.082000,0.410000,0,1,1,-0.015871,-0.006662,-0.192472,0.041222,0.044458,-0.219130,-0.045940,0.219119,-0.200352,0.038231,0.041368,0
4.782000,1,0.084000,0.420000,0,1,1,-0.015871,-0.006662,-0.192914,0.041130,0.044872,-0.222464,-0.046332,0.195321,-0.201473,0.038569,0.041950,0
4.784000,1,0.086000,0.430000,0,1,1,-0.015871,-0.006662,-0.193362,0.041037,0.045239,-0.225545,-0.046651,0.171329,-0.202586,0.038883,0.042482,0
4.784000,1,0.088000,0.440000,0,1,1,-0.021004,-0.005793,-0.193821,0.040944,0.045558,-0.233207,-0.046074,0.147169,-0.203688,0.039176,0.042965,0
4.788000,1,0.090000,0.450000,0,1,1,-0.021004,-0.005793,-0.194294,0.040853,0.045828,-0.240475,-0.045402,0.122863,-0.205839,0.039684,0.043774,0
4.790000,1,0.092000,0.460000,0,1,1,-0.021004,-0.005793,-0.194783,0.040763,0.046049,-0.248227,-0.044694,0.098436,-0.207687,0.039878,0.044100,0
4.792000,1,0.094000,0.470000,0,1,1,-0.021004,-0.005793,-0.195287,0.040674,0.046221,-0.255519,-0.043980,0.073912,-0.207687,0.039878,0.044100,0
4.794000,1,0.096000,0.480000,0,1,1,-0.021004,-0.005793,-0.195804,0.040587,0.046345,-0.261443,-0.043185,0.049316,-0.207915,0.040081,0.044391,0
4.796000,1,0.098000,0.490000,0,1,1,-0.021004,-0.005793,-0.196332,0.040501,0.046419,-0.267017,-0.042324,0.024670,-0.208931,0.040237,0.044639,0
4.796000,1,0.100000,0.500000,0,1,1,-0.021004,-0.005793,-0.196873,0.040418,0.046443,-0.273183,-0.041536,-0.000000,-0.210651,0.040248,0.044864,0
4.800000,1,0.102000,0.510000,0,1,1,-0.021004,-0.005793,-0.197424,0.040336,0.046419,-0.278028,-0.040522,-0.024670,-0.210912,0.040447,0.045023,0
4.802000,1,0.104000,0.520000,0,1,1,-0.021004,-0.005793,-0.197986,0.040255,0.046345,-0.283443,-0.039683,-0.049316,-0.212496,0.040324,0.045160,0
4.802000,1,0.106000,0.530000,0,1,1,-0.021004,-0.005793,-0.198557,0.040177,0.046221,-0.288381,-0.038844,-0.073912,-0.212496,0.040324,0.045160,0
4.806000,1,0.108000,0.540000,0,1,1,-0.021004,-0.005793,-0.199138,0.040100,0.046049,-0.292211,-0.037525,-0.098436,-0.214417,0.040444,0.045125,0
4.808000,1,0.110000,0.550000,0,1,1,-0.021004,-0.005793,-0.199726,0.040027,0.045828,-0.295592,-0.036226,-0.122863,-0.214417,0.040444,0.045125,0
4.810000,1,0.112000,0.560000,0,1,1,-0.021004,-0.005793,-0.200320,0.039956,0.045558,-0.298660,-0.034875,-0.147169,-0.215189,0.040364,0.044990,0
4.812000,1,0.114000,0.570000,0,1,1,-0.021392,-0.006229,-0.200921,0.039887,0.045239,-0.301887,-0.034240,-0.171329,-0.215189,0.040364,0.044990,0
4.812000,1,0.116000,0.580000,0,1,1,-0.021392,-0.006229,-0.201528,0.039819,0.044872,-0.305007,-0.033432,-0.195321,-0.216606,0.040128,0.044612,0
4.814000,1,0.118000,0.590000,0,1,1,-0.021392,-0.006229,-0.202142,0.039752,0.044458,-0.308620,-0.033164,-0.219119,-0.217656,0.039645,0.044431,0
4.818000,1,0.120000,0.600000,0,1,1,-0.021392,-0.006229,-0.202762,0.039686,0.043996,-0.311953,-0.032779,-0.242701,-0.218678,0.039233,0.043766,0
4.820000,1,0.122000,0.610000,0,1,1,-0.021392,-0.006229,-0.203389,0.039621,0.043487,-0.314719,-0.032371,-0.266044,-0.218678,0.039233,0.043766,0
4.822000,1,0.124000,0.620000,0,1,1,-0.021392,-0.006229,-0.204021,0.039557,0.042932,-0.317074,-0.031894,-0.289124,-0.219113,0.038995,0.043364,0
4.824000,1,0.126000,0.630000,0,1,1,-0.021392,-0.006229,-0.204657,0.039494,0.042331,-0.319022,-0.031349,-0.311919,-0.219493,0.038740,0.042926,0
4.824000,1,0.128000,0.640000,0,1,1,-0.021392,-0.006229,-0.205297,0.039432,0.041685,-0.320565,-0.030742,-0.334406,-0.219822,0.038471,0.042453,0
4.828000,1,0.130000,0.650000,0,1,1,-0.021392,-0.006229,-0.205939,0.039371,0.040994,-0.321899,-0.030035,-0.356563,-0.220347,0.037896,0.041322,0
4.830000,1,0.132000,0.660000,0,1,1,-0.021392,-0.006229,-0.206584,0.039311,0.040259,-0.322820,-0.029280,-0.378368,-0.220538,0.037595,0.040678,0
4.832000,1,0.134000,0.670000,0,1,1,-0.021392,-0.006229,-0.207230,0.039254,0.039480,-0.323112,-0.028518,-0.399800,-0.220538,0.037595,0.040678,0
4.834000,1,0.136000,0.680000,0,1,1,-0.021392,-0.006229,-0.207877,0.039197,0.038660,-0.323004,-0.027711,-0.420837,-0.220676,0.037292,0.040001,0
4.836000,1,0.138000,0.690000,0,1,1,-0.021392,-0.006229,-0.208522,0.039143,0.037797,-0.322493,-0.026867,-0.441459,-0.220764,0.036988,0.039293,0
4.838000,1,0.140000,0.700000,0,1,1,-0.018567,-0.007341,-0.209157,0.039086,0.036894,-0.312477,-0.029574,-0.461645,-0.220806,0.036683,0.038541,0
4.840000,1,0.142000,0.710000,0,1,1,-0.018567,-0.007341,-0.209772,0.039025,0.035951,-0.302682,-0.032010,-0.481376,-0.220803,0.036382,0.037741,0
4.840000,1,0.144000,0.720000,0,1,1,-0.018567,-0.007341,-0.210368,0.038958,0.034969,-0.293104,-0.034184,-0.500632,-0.220763,0.036088,0.036873,0
4.844000,1,0.146000,0.730000,0,1,1,-0.018567,-0.007341,-0.210945,0.038888,0.033949,-0.283737,-0.036106,-0.519393,-0.220677,0.035810,0.035975,0
4.846000,1,0.148000,0.740000,0,1,1,-0.018567,-0.007341,-0.211503,0.038814,0.032892,-0.274572,-0.037786,-0.537642,-0.220537,0.035540,0.035018,0
4.846000,1,0.150000,0.750000,0,1,1,-0.018567,-0.007341,-0.212043,0.038737,0.031799,-0.265603,-0.039231,-0.555360,-0.220341,0.035279,0.034013,0
4.850000,1,0.152000,0.760000,0,1,1,-0.018567,-0.007341,-0.212566,0.038657,0.030671,-0.257159,-0.040486,-0.572531,-0.219786,0.034798,0.031914,0
4.852000,1,0.154000,0.770000,0,1,1,-0.018567,-0.007341,-0.213072,0.038575,0.029509,-0.248488,-0.041490,-0.589136,-0.219786,0.034798,0.031914,0
4.854000,1,0.156000,0.780000,0,1,1,-0.018567,-0.007341,-0.213560,0.038492,0.028314,-0.239982,-0.042290,-0.605160,-0.219432,0.034582,0.030812,0
4.856000,1,0.158000,0.790000,0,1,1,-0.018567,-0.007341,-0.214035,0.038408,0.027089,-0.234065,-0.041293,-0.620586,-0.218889,0.034477,0.028353,0
4.858000,1,0.160000,0.800000,0,1,1,-0.018567,-0.007341,-0.214494,0.038324,0.025833,-0.225767,-0.042134,-0.635400,-0.218118,0.034083,0.027414,0
4.860000,1,0.162000,0.810000,0,1,1,-0.015345,-0.008236,-0.214912,0.038232,0.024547,-0.191748,-0.049714,-0.649588,-0.218118,0.034083,0.027414,0
4.860000,1,0.164000,0.820000,0,1,1,-0.015345,-0.008236,-0.215264,0.038126,0.023235,-0.160672,-0.056333,-0.663134,-0.217615,0.033969,0.026230,0
4.864000,1,0.166000,0.830000,0,1,1,-0.015345,-0.008236,-0.215557,0.038008,0.021895,-0.132983,-0.062173,-0.676025,-0.216534,0.033832,0.023804,0
4.866000,1,0.168000,0.840000,0,1,1,-0.015345,-0.008236,-0.215797,0.037878,0.020531,-0.107574,-0.066870,-0.688250,-0.216534,0.033832,0.023804,0
4.866000,1,0.170000,0.850000,0,1,1,-0.015345,-0.008236,-0.215994,0.037742,0.019143,-0.089194,-0.069095,-0.699795,-0.216250,0.033921,0.022282,0
4.870000,1,0.172000,0.860000,0,1,1,-0.015345,-0.008236,-0.216151,0.037600,0.017732,-0.068254,-0.072417,-0.710650,-0.215267,0.033769,0.021185,0
4.872000,1,0.174000,0.870000,0,1,1,-0.015345,-0.008236,-0.216269,0.037453,0.016301,-0.050205,-0.074803,-0.720803,-0.214552,0.033762,0.019799,0
4.874000,1,0.176000,0.880000,0,1,1,-0.015345,-0.008236,-0.216354,0.037301,0.014850,-0.035656,-0.076646,-0.730245,-0.212974,0.033834,0.016985,0
4.876000,1,0.178000,0.890000,0,1,1,-0.015345,-0.008236,-0.216413,0.037147,0.013380,-0.022993,-0.077022,-0.738966,-0.212974,0.033834,0.016985,0
4.878000,1,0.180000,0.900000,0,1,1,-0.015345,-0.008236,-0.216455,0.036993,0.011894,-0.019112,-0.077189,-0.746958,-0.212342,0.033907,0.015356,0
4.878000,1,0.182000,0.910000,0,1,1,-0.015345,-0.008236,-0.216484,0.036843,0.010393,-0.010335,-0.072924,-0.754213,-0.211245,0.034044,0.014216,0
4.882000,1,0.184000,0.920000,0,1,1,-0.015345,-0.008236,-0.216500,0.036702,0.008878,-0.005503,-0.067207,-0.760723,-0.209443,0.034382,0.011470,0
4.884000,1,0.186000,0.930000,0,1,1,-0.015345,-0.008236,-0.216507,0.036575,0.007350,-0.002035,-0.059820,-0.766483,-0.209443,0.034382,0.011470,0
4.886000,1,0.188000,0.940000,0,1,1,-0.014779,-0.008468,-0.216493,0.036457,0.005812,0.014979,-0.058512,-0.771487,-0.208546,0.034592,0.010093,0
4.888000,1,0.190000,0.950000,0,1,1,-0.014779,-0.008468,-0.216454,0.036343,0.004265,0.024244,-0.055554,-0.775729,-0.206793,0.035098,0.007312,0
4.890000,1,0.192000,0.960000,0,1,1,-0.014779,-0.008468,-0.216400,0.036237,0.002710,0.029011,-0.050608,-0.779205,-0.206793,0.035098,0.007312,0
4.892000,1,0.194000,0.970000,0,1,1,-0.014779,-0.008468,-0.216341,0.036141,0.001149,0.030126,-0.045181,-0.781913,-0.205946,0.035399,0.005894,0
4.894000,1,0.196000,0.980000,0,1,1,-0.014779,-0.008468,-0.216282,0.036055,-0.000417,0.028603,-0.040329,-0.783848,-0.204283,0.036041,0.002982,0
4.896000,1,0.198000,0.990000,0,1,1,-0.014779,-0.008468,-0.216228,0.035980,-0.001986,0.026056,-0.034963,-0.785011,-0.204283,0.036041,0.002982,0
4.898000,1,0.200000,1.000000,0,1,1,-0.014779,-0.008468,-0.216179,0.035915,-0.002386,0.022774,-0.030144,-0.200000,-0.203479,0.036387,0.001488,0
4.900000,0,0.000000,0.000000,1,1,0,-0.014779,-0.008468,-0.201222,0.044120,-0.003557,-0.004830,-0.004704,0.785398,-0.201217,0.044125,-0.002578,1
4.902000,0,0.002000,0.010000,1,1,0,-0.014779,-0.008468,-0.201237,0.044106,-0.001986,-0.009447,-0.009285,0.785011,-0.201499,0.043897,-0.002679,0
4.904000,0,0.004000,0.020000,1,1,0,-0.014779,-0.008468,-0.201260,0.044083,-0.000417,-0.013804,-0.013705,0.783848,-0.201523,0.043857,-0.002631,0
4.906000,0,0.006000,0.030000,1,1,0,-0.014779,-0.008468,-0.201292,0.044052,0.001149,-0.018016,-0.017979,0.781913,-0.201778,0.043825,-0.002560,0
4.908000,0,0.008000,0.040000,1,1,0,-0.014779,-0.008468,-0.201332,0.044012,0.002710,-0.022056,-0.022111,0.779205,-0.202321,0.043581,-0.001636,0
4.910000,0,0.010000,0.050000,1,1,0,-0.014779,-0.008468,-0.201380,0.043963,0.004265,-0.026008,-0.026152,0.775729,-0.202321,0.043581,-0.001636,0
4.912000,0,0.012000,0.060000,1,1,0,-0.014487,-0.003658,-0.201436,0.043909,0.005812,-0.029746,-0.028482,0.771487,-0.202619,0.043373,-0.000752,0
4.912000,0,0.014000,0.070000,1,1,0,-0.014487,-0.003658,-0.201499,0.043849,0.007350,-0.033340,-0.030766,0.766483,-0.202664,0.043204,0.000365,0
4.916000,0,0.016000,0.080000,1,0,1,-0.014487,-0.003658,-0.201569,0.043786,0.008878,-0.036711,-0.033031,0.760723,-0.202105,0.043153,0.003186,0
4.918000,0,0.018000,0.090000,1,0,1,-0.014487,-0.003658,-0.201646,0.043717,0.010393,-0.040000,-0.035238,0.754213,-0.202105,0.043153,0.003186,0
4.920000,0,0.020000,0.100000,1,0,1,-0.014487,-0.003658,-0.201729,0.043645,0.011894,-0.043129,-0.037409,0.746958,-0.201561,0.043283,0.004861,0
4.920000,0,0.022000,0.110000,1,0,1,-0.014487,-0.003658,-0.201818,0.043568,0.013380,-0.046081,-0.039534,0.738966,-0.200888,0.043541,0.006634,0
4.924000,0,0.024000,0.120000,1,0,1,-0.014487,-0.003658,-0.201912,0.043487,0.014850,-0.048453,-0.041398,0.730245,-0.198628,0.044889,0.010249,0
4.926000,0,0.026000,0.130000,1,0,1,-0.014487,-0.003658,-0.202012,0.043402,0.016301,-0.050757,-0.043210,0.720803,-0.198628,0.044889,0.010249,0
4.928000,0,0.028000,0.140000,1,0,1,-0.014487,-0.003658,-0.202115,0.043314,0.017732,-0.052930,-0.044973,0.710650,-0.197957,0.045391,0.012165,0
4.928000,0,0.030000,0.150000,1,0,1,-0.014487,-0.003658,-0.202223,0.043222,0.019143,-0.054974,-0.046686,0.699795,-0.197356,0.045907,0.014074,0
4.932000,0,0.032000,0.160000,1,0,1,-0.014487,-0.003658,-0.202335,0.043127,0.020531,-0.056840,-0.048351,0.688250,-0.196392,0.046954,0.017863,0
4.934000,0,0.034000,0.170000,1,0,1,-0.014487,-0.003658,-0.202451,0.043029,0.021895,-0.058645,-0.049962,0.676025,-0.196392,0.046954,0.017863,0
4.936000,0,0.036000,0.180000,1,0,1,-0.020680,-0.002390,-0.202572,0.042928,0.023235,-0.063066,-0.050961,0.663134,-0.196078,0.047439,0.019713,0
4.936000,0,0.038000,0.190000,1,0,1,-0.020680,-0.002390,-0.202703,0.042825,0.024547,-0.067310,-0.051919,0.649588,-0.195903,0.047863,0.021502,0
4.940000,0,0.040000,0.200000,1,0,1,-0.020680,-0.002390,-0.202841,0.042720,0.025833,-0.071316,-0.052971,0.635400,-0.195930,0.048213,0.025168,0
4.942000,0,0.042000,0.210000,1,0,1,-0.020680,-0.002390,-0.202988,0.042613,0.027089,-0.075114,-0.053953,0.620586,-0.196086,0.048463,0.026773,0
4.944000,0,0.044000,0.220000,1,0,1,-0.020680,-0.002390,-0.203142,0.042504,0.028314,-0.078792,-0.054893,0.605160,-0.196086,0.048463,0.026773,0
4.944000,0,0.046000,0.230000,1,0,1,-0.020680,-0.002390,-0.203303,0.042394,0.029509,-0.082266,-0.055761,0.589136,-0.196378,0.048629,0.028303,0
4.948000,0,0.048000,0.240000,1,0,1,-0.020680,-0.002390,-0.203471,0.042282,0.030671,-0.085540,-0.056557,0.572531,-0.196795,0.048711,0.029757,0
4.950000,0,0.050000,0.250000,1,0,1,-0.020680,-0.002390,-0.203645,0.042168,0.031799,-0.088816,-0.057212,0.555360,-0.197677,0.048836,0.030832,0
4.952000,0,0.052000,0.260000,1,0,1,-0.020680,-0.002390,-0.203826,0.042053,0.032892,-0.091936,-0.057819,0.537642,-0.198388,0.048720,0.032139,0
4.952000,0,0.054000,0.270000,1,0,1,-0.020680,-0.002390,-0.204012,0.041936,0.033949,-0.094617,-0.058408,0.519393,-0.198712,0.048474,0.033687,0
4.956000,0,0.056000,0.280000,1,0,1,-0.020680,-0.002390,-0.204204,0.041819,0.034969,-0.097053,-0.058899,0.500632,-0.200454,0.047942,0.035961,0
4.958000,0,0.058000,0.290000,1,0,1,-0.020680,-0.002390,-0.204400,0.041701,0.035951,-0.099384,-0.059353,0.481376,-0.200454,0.047942,0.035961,0
4.960000,0,0.060000,0.300000,1,0,1,-0.020680,-0.002390,-0.204602,0.041582,0.036894,-0.101966,-0.059762,0.461645,-0.202090,0.047545,0.036701,0
4.962000,0,0.062000,0.310000,1,0,1,-0.029496,-0.003257,-0.204813,0.041461,0.037797,-0.109414,-0.060622,0.441459,-0.202491,0.047155,0.037971,0
4.962000,0,0.064000,0.320000,1,0,1,-0.029496,-0.003257,-0.205040,0.041339,0.038660,-0.117053,-0.061457,0.420837,-0.204327,0.046614,0.038596,0
4.966000,0,0.066000,0.330000,1,0,1,-0.029496,-0.003257,-0.205281,0.041216,0.039480,-0.123795,-0.062135,0.399800,-0.205932,0.045622,0.040505,0
4.968000,0,0.068000,0.340000,1,0,1,-0.029496,-0.003257,-0.205535,0.041091,0.040259,-0.130280,-0.062765,0.378368,-0.205932,0.045622,0.040505,0
4.970000,0,0.070000,0.350000,1,0,1,-0.029496,-0.003257,-0.205802,0.040965,0.040994,-0.136468,-0.063321,0.356563,-0.207177,0.045036,0.041224,0
4.970000,0,0.072000,0.360000,1,0,1,-0.029496,-0.003257,-0.206080,0.040838,0.041685,-0.142371,-0.063807,0.334406,-0.208465,0.044422,0.041884,0
