time,stance,t_swing,tau,contact_l,contact_r,has_lifted,step_x,step_y,des_x,des_y,des_z,vx_des,vy_des,vz_des,act_x,act_y,act_z,switched
0.010000,1,0.000000,0.000000,1,1,0,0.013252,0.013144,-0.056367,0.046771,-0.003557,0.007778,-0.009225,0.785398,-0.056288,0.046744,-0.019143,0
0.012000,1,0.002000,0.010000,1,1,0,0.013252,0.013144,-0.056344,0.046743,-0.001986,0.015400,-0.018266,0.785011,-0.056240,0.046726,-0.018425,0
0.014000,1,0.004000,0.020000,1,1,0,0.013252,0.013144,-0.056306,0.046698,-0.000417,0.022865,-0.027119,0.783848,-0.056240,0.046726,-0.018425,0
0.016000,1,0.006000,0.030000,1,1,0,0.013252,0.013144,-0.056253,0.046635,0.001149,0.030174,-0.035788,0.781913,-0.056191,0.046709,-0.017665,0
0.016000,1,0.008000,0.040000,1,1,0,0.013252,0.013144,-0.056185,0.046555,0.002710,0.037327,-0.044271,0.779205,-0.056143,0.046695,-0.016875,0
0.020000,1,0.010000,0.050000,1,1,0,0.013252,0.013144,-0.056103,0.046458,0.004265,0.044327,-0.052570,0.775729,-0.056047,0.046671,-0.015252,0
0.022000,1,0.012000,0.060000,1,1,0,0.013252,0.013144,-0.056008,0.046345,0.005812,0.051170,-0.060683,0.771487,-0.056047,0.046671,-0.015252,0
0.024000,1,0.014000,0.070000,1,1,0,0.013252,0.013144,-0.055899,0.046216,0.007350,0.057921,-0.068526,0.766483,-0.055796,0.046908,-0.013201,0
0.026000,1,0.016000,0.080000,1,1,0,0.013252,0.013144,-0.055776,0.046071,0.008878,0.064513,-0.076184,0.760723,-0.055796,0.046908,-0.013201,0
0.028000,1,0.018000,0.090000,1,1,0,0.013252,0.013144,-0.055641,0.045911,0.010393,0.070955,-0.083656,0.754213,-0.055738,0.046912,-0.012373,0
0.030000,1,0.020000,0.100000,1,1,0,0.013252,0.013144,-0.055493,0.045736,0.011894,0.077255,-0.090940,0.746958,-0.055628,0.046924,-0.010774,0
0.032000,1,0.022000,0.110000,1,1,0,0.013252,0.013144,-0.055332,0.045547,0.013380,0.083396,-0.098041,0.738966,-0.055628,0.046924,-0.010774,0
0.034000,1,0.024000,0.120000,1,1,0,0.013252,0.013144,-0.055159,0.045344,0.014850,0.089386,-0.104956,0.730245,-0.055576,0.046931,-0.010010,0
0.036000,1,0.026000,0.130000,1,1,0,0.011235,0.013864,-0.054975,0.045128,0.016301,0.094436,-0.111403,0.720803,-0.055527,0.046939,-0.009272,0
0.036000,1,0.028000,0.140000,1,1,0,0.011235,0.013864,-0.054781,0.044899,0.017732,0.099355,-0.117672,0.710650,-0.055479,0.046948,-0.008562,0
0.040000,1,0.030000,0.150000,1,1,0,0.011235,0.013864,-0.054578,0.044657,0.019143,0.104022,-0.123895,0.699795,-0.055822,0.046570,-0.007730,0
0.042000,1,0.032000,0.160000,1,1,0,0.011235,0.013864,-0.054365,0.044403,0.020531,0.108549,-0.129946,0.688250,-0.056104,0.046406,-0.006752,0
0.044000,1,0.034000,0.170000,1,1,0,0.011235,0.013864,-0.054144,0.044138,0.021895,0.112937,-0.135816,0.676025,-0.056104,0.046406,-0.006752,0
0.046000,1,0.036000,0.180000,1,1,0,0.011235,0.013864,-0.053914,0.043860,0.023235,0.117184,-0.141517,0.663134,-0.056506,0.046193,-0.005678,0
0.048000,1,0.038000,0.190000,1,1,0,0.011235,0.013864,-0.053675,0.043572,0.024547,0.121284,-0.147072,0.649588,-0.057434,0.045738,-0.003422,0
0.050000,1,0.040000,0.200000,1,1,0,0.011235,0.013864,-0.053429,0.043272,0.025833,0.125244,-0.152465,0.635400,-0.057898,0.045512,-0.002262,0
0.052000,1,0.042000,0.210000,1,1,0,0.011235,0.013864,-0.053174,0.042962,0.027089,0.129065,-0.157675,0.620586,-0.057898,0.045512,-0.002262,0
0.054000,1,0.044000,0.220000,1,1,0,0.011235,0.013864,-0.052913,0.042641,0.028314,0.132745,-0.162725,0.605160,-0.058325,0.045308,-0.001076,0
0.056000,1,0.046000,0.230000,1,1,0,0.011235,0.013864,-0.052643,0.042311,0.029509,0.136284,-0.167617,0.589136,-0.058703,0.045130,0.000144,0
0.058000,1,0.048000,0.240000,0,1,1,0.011235,0.013864,-0.052368,0.041971,0.030671,0.139618,-0.172436,0.572531,-0.059172,0.044797,0.001828,0
0.060000,1,0.050000,0.250000,0,1,1,0.012452,0.018050,-0.052084,0.041624,0.031799,0.143515,-0.174826,0.555360,-0.059553,0.044739,0.004014,0
0.062000,1,0.052000,0.260000,0,1,1,0.012452,0.018050,-0.051794,0.041272,0.032892,0.147253,-0.177113,0.537642,-0.059768,0.044656,0.005354,0
0.064000,1,0.054000,0.270000,0,1,1,0.012452,0.018050,-0.051495,0.040915,0.033949,0.150830,-0.179297,0.519393,-0.059956,0.044591,0.006708,0
0.066000,1,0.056000,0.280000,0,1,1,0.012452,0.018050,-0.051190,0.040554,0.034969,0.154279,-0.181535,0.500632,-0.060085,0.044258,0.008343,0
0.068000,1,0.058000,0.290000,0,1,1,0.012452,0.018050,-0.050878,0.040189,0.035951,0.157571,-0.183640,0.481376,-0.060085,0.044258,0.008343,0
0.070000,1,0.060000,0.300000,0,1,1,0.012452,0.018050,-0.050560,0.039820,0.036894,0.160730,-0.185671,0.461645,-0.060299,0.044168,0.011004,0
0.072000,1,0.062000,0.310000,0,1,1,0.012452,0.018050,-0.050236,0.039447,0.037797,0.163649,-0.187397,0.441459,-0.060505,0.044450,0.012146,0
0.074000,1,0.064000,0.320000,0,1,1,0.012452,0.018050,-0.049906,0.039070,0.038660,0.166401,-0.189010,0.420837,-0.060595,0.044429,0.013489,0
0.076000,1,0.066000,0.330000,0,1,1,0.012452,0.018050,-0.049570,0.038691,0.039480,0.169000,-0.190493,0.399800,-0.060595,0.044429,0.013489,0
0.078000,1,0.068000,0.340000,0,1,1,0.012452,0.018050,-0.049230,0.038308,0.040259,0.171431,-0.191862,0.378368,-0.060670,0.044406,0.014813,0
0.078000,1,0.070000,0.350000,0,1,1,0.012452,0.018050,-0.048885,0.037923,0.040994,0.173693,-0.193116,0.356563,-0.060729,0.044377,0.016115,0
0.082000,1,0.072000,0.360000,0,1,1,0.012452,0.018050,-0.048535,0.037536,0.041685,0.175766,-0.194265,0.334406,-0.060790,0.044294,0.018650,0
0.084000,1,0.074000,0.370000,0,1,1,0.012452,0.018050,-0.048182,0.037146,0.042331,0.177666,-0.195291,0.311919,-0.060786,0.044237,0.019884,0
0.086000,1,0.076000,0.380000,0,1,1,0.013783,0.023083,-0.047824,0.036759,0.042932,0.180413,-0.192329,0.289124,-0.060762,0.044164,0.021088,0
0.088000,1,0.078000,0.390000,0,1,1,0.013783,0.023083,-0.047460,0.036377,0.043487,0.182976,-0.189361,0.266044,-0.060762,0.044164,0.021088,0
0.090000,1,0.080000,0.400000,0,1,1,0.013783,0.023083,-0.047092,0.036001,0.043996,0.185328,-0.186392,0.242701,-0.060718,0.044074,0.022258,0
0.092000,1,0.082000,0.410000,0,1,1,0.013783,0.023083,-0.046719,0.035632,0.044458,0.187432,-0.183423,0.219119,-0.060540,0.043858,0.024495,0
0.094000,1,0.084000,0.420000,0,1,1,0.013783,0.023083,-0.046342,0.035268,0.044872,0.189319,-0.180447,0.195321,-0.060401,0.043730,0.025565,0
0.096000,1,0.086000,0.430000,0,1,1,0.013783,0.023083,-0.045962,0.034910,0.045239,0.191026,-0.177464,0.171329,-0.060401,0.043730,0.025565,0
0.098000,1,0.088000,0.440000,0,1,1,0.013783,0.023083,-0.045578,0.034558,0.045558,0.192512,-0.174471,0.147169,-0.060235,0.043585,0.026605,0
0.100000,1,0.090000,0.450000,0,1,1,0.013783,0.023083,-0.045192,0.034212,0.045828,0.193774,-0.171467,0.122863,-0.060045,0.043421,0.027612,0
0.102000,1,0.092000,0.460000,0,1,1,0.013783,0.023083,-0.044803,0.033872,0.046049,0.194758,-0.168439,0.098436,-0.059585,0.043032,0.029476,0
0.104000,1,0.094000,0.470000,0,1,1,0.013783,0.023083,-0.044413,0.033538,0.046221,0.195570,-0.165405,0.073912,-0.059585,0.043032,0.029476,0
0.106000,1,0.096000,0.480000,0,1,1,0.013783,0.023083,-0.044021,0.033210,0.046345,0.196151,-0.162354,0.049316,-0.059309,0.042805,0.030333,0
0.108000,1,0.098000,0.490000,0,1,1,0.013783,0.023083,-0.043629,0.032889,0.046419,0.196498,-0.159283,0.024670,-0.059003,0.042556,0.031144,0
0.110000,1,0.100000,0.500000,0,1,1,0.018998,0.027303,-0.043229,0.032578,0.046443,0.203031,-0.151427,-0.000000,-0.058013,0.041812,0.032411,0
0.112000,1,0.102000,0.510000,0,1,1,0.018998,0.027303,-0.042817,0.032283,0.046419,0.209138,-0.143762,-0.024670,-0.058013,0.041812,0.032411,0
0.114000,1,0.104000,0.520000,0,1,1,0.018998,0.027303,-0.042393,0.032003,0.046345,0.214348,-0.136031,-0.049316,-0.057889,0.041670,0.033262,0
0.116000,1,0.106000,0.530000,0,1,1,0.018998,0.027303,-0.041960,0.031739,0.046221,0.219067,-0.128477,-0.073912,-0.057441,0.041327,0.033868,0
0.116000,1,0.108000,0.540000,0,1,1,0.018998,0.027303,-0.041517,0.031489,0.046049,0.223292,-0.121100,-0.098436,-0.056945,0.040972,0.034435,0
0.120000,1,0.110000,0.550000,0,1,1,0.018998,0.027303,-0.041067,0.031254,0.045828,0.227020,-0.113899,-0.122863,-0.056393,0.040607,0.034956,0
0.122000,1,0.112000,0.560000,0,1,1,0.018998,0.027303,-0.040609,0.031033,0.045558,0.230632,-0.106985,-0.147169,-0.055554,0.040160,0.035164,0
0.124000,1,0.114000,0.570000,0,1,1,0.018998,0.027303,-0.040145,0.030826,0.045239,0.233321,-0.100121,-0.171329,-0.055132,0.039852,0.035836,0
0.124000,1,0.116000,0.580000,0,1,1,0.018998,0.027303,-0.039676,0.030633,0.044872,0.235868,-0.093477,-0.195321,-0.054238,0.039427,0.035921,0
0.128000,1,0.118000,0.590000,0,1,1,0.018998,0.027303,-0.039202,0.030452,0.044458,0.237860,-0.086969,-0.219119,-0.053521,0.039042,0.036218,0
0.130000,1,0.120000,0.600000,0,1,1,0.018998,0.027303,-0.038725,0.030285,0.043996,0.239291,-0.080601,-0.242701,-0.052768,0.038644,0.036454,0
0.132000,1,0.122000,0.610000,0,1,1,0.018998,0.027303,-0.038245,0.030130,0.043487,0.240157,-0.074371,-0.266044,-0.051975,0.038235,0.036634,0
0.134000,1,0.124000,0.620000,0,1,1,0.018998,0.027303,-0.037765,0.029987,0.042932,0.240525,-0.068121,-0.289124,-0.050160,0.037417,0.036494,0
0.136000,1,0.126000,0.630000,0,1,1,0.025757,0.030000,-0.037269,0.029863,0.042331,0.254942,-0.056353,-0.311919,-0.050160,0.037417,0.036494,0
0.138000,1,0.128000,0.640000,0,1,1,0.025757,0.030000,-0.036746,0.029761,0.041685,0.267462,-0.045335,-0.334406,-0.049481,0.036875,0.037152,0
0.138000,1,0.130000,0.650000,0,1,1,0.025757,0.030000,-0.036200,0.029682,0.040994,0.278778,-0.034578,-0.356563,-0.048501,0.036495,0.036785,0
0.142000,1,0.132000,0.660000,0,1,1,0.025757,0.030000,-0.035633,0.029623,0.040259,0.288481,-0.024545,-0.378368,-0.046563,0.035485,0.036906,0
0.144000,1,0.134000,0.670000,0,1,1,0.025757,0.030000,-0.035047,0.029583,0.039480,0.297099,-0.015059,-0.399800,-0.046563,0.035485,0.036906,0
0.146000,1,0.136000,0.680000,0,1,1,0.025757,0.030000,-0.034445,0.029562,0.038660,0.304410,-0.006079,-0.420837,-0.045479,0.035046,0.036693,0
0.146000,1,0.138000,0.690000,0,1,1,0.025757,0.030000,-0.033830,0.029558,0.037797,0.310416,0.002390,-0.441459,-0.044341,0.034623,0.036429,0
0.150000,1,0.140000,0.700000,0,1,1,0.025757,0.030000,-0.033205,0.029572,0.036894,0.314748,0.010879,-0.461645,-0.041920,0.033961,0.035331,0
0.152000,1,0.142000,0.710000,0,1,1,0.025757,0.030000,-0.032572,0.029602,0.035951,0.318068,0.018777,-0.481376,-0.041920,0.033961,0.035331,0
0.154000,1,0.144000,0.720000,0,1,1,0.025757,0.030000,-0.031934,0.029647,0.034969,0.320031,0.026134,-0.500632,-0.040638,0.033591,0.034875,0
0.154000,1,0.146000,0.730000,0,1,1,0.025757,0.030000,-0.031293,0.029706,0.033949,0.320569,0.032966,-0.519393,-0.039345,0.033240,0.034375,0
0.158000,1,0.148000,0.740000,0,1,1,0.025757,0.030000,-0.030652,0.029777,0.032892,0.320201,0.038471,-0.537642,-0.037929,0.032737,0.034233,0
0.160000,1,0.150000,0.750000,0,1,1,0.025757,0.030000,-0.030013,0.029859,0.031799,0.318527,0.043450,-0.555360,-0.036564,0.032395,0.033666,0
0.162000,1,0.152000,0.760000,0,1,1,0.034678,0.033288,-0.029334,0.029967,0.030671,0.360079,0.064307,-0.572531,-0.035182,0.032065,0.033055,0
0.162000,1,0.154000,0.770000,0,1,1,0.034678,0.033288,-0.028576,0.030115,0.029509,0.396464,0.083191,-0.589136,-0.033791,0.031747,0.032400,0
0.166000,1,0.156000,0.780000,0,1,1,0.034678,0.033288,-0.027754,0.030300,0.028314,0.425420,0.101355,-0.605160,-0.031254,0.031331,0.030572,0
0.168000,1,0.158000,0.790000,0,1,1,0.034678,0.033288,-0.026878,0.030519,0.027089,0.449903,0.117429,-0.620586,-0.031254,0.031331,0.030572,0
0.170000,1,0.160000,0.800000,0,1,1,0.034678,0.033288,-0.025957,0.030768,0.025833,0.469740,0.131250,-0.635400,-0.029684,0.031086,0.029738,0
0.170000,1,0.162000,0.810000,0,1,1,0.034678,0.033288,-0.025002,0.031043,0.024547,0.484990,0.142782,-0.649588,-0.027998,0.030911,0.028833,0
0.172000,1,0.164000,0.820000,0,1,1,0.034678,0.033288,-0.024021,0.031338,0.023235,0.495319,0.152151,-0.663134,-0.026261,0.030807,0.027902,0
0.176000,1,0.166000,0.830000,0,1,1,0.034678,0.033288,-0.023023,0.031648,0.021895,0.501909,0.157425,-0.676025,-0.022395,0.030629,0.026302,0
0.178000,1,0.168000,0.840000,0,1,1,0.034678,0.033288,-0.022016,0.031966,0.020531,0.504034,0.160921,-0.688250,-0.022395,0.030629,0.026302,0
0.178000,1,0.170000,0.850000,0,1,1,0.034678,0.033288,-0.021010,0.032290,0.019143,0.500864,0.162447,-0.699795,-0.020478,0.030677,0.025261,0
0.182000,1,0.172000,0.860000,0,1,1,0.034678,0.033288,-0.020017,0.032615,0.017732,0.491484,0.161746,-0.710650,-0.016670,0.030817,0.023147,0
0.184000,1,0.174000,0.870000,0,1,1,0.034678,0.033288,-0.019055,0.032939,0.016301,0.470820,0.162202,-0.720803,-0.015137,0.031045,0.021678,0
0.186000,1,0.176000,0.880000,0,1,1,0.043761,0.037378,-0.017957,0.033342,0.014850,0.620751,0.238615,-0.730245,-0.015137,0.031045,0.021678,0
0.188000,1,0.178000,0.890000,0,1,1,0.043761,0.037378,-0.016597,0.033882,0.013380,0.733706,0.297928,-0.738966,-0.013359,0.031117,0.020561,0
0.188000,1,0.180000,0.900000,0,1,1,0.043761,0.037378,-0.015048,0.034522,0.011894,0.809885,0.339934,-0.746958,-0.011622,0.031180,0.019416,0
0.192000,1,0.182000,0.910000,0,1,1,0.043761,0.037378,-0.013418,0.035211,0.010393,0.817053,0.347078,-0.754213,-0.007712,0.031531,0.016972,0
0.194000,1,0.184000,0.920000,0,1,1,0.043761,0.037378,-0.011822,0.035892,0.008878,0.777553,0.332988,-0.760723,-0.007712,0.031531,0.016972,0
0.196000,1,0.186000,0.930000,0,1,1,0.043761,0.037378,-0.010327,0.036526,0.007350,0.716828,0.301315,-0.766483,-0.005077,0.031960,0.016013,0
0.198000,1,0.188000,0.940000,0,1,1,0.043761,0.037378,-0.008973,0.037090,0.005812,0.636680,0.263399,-0.771487,-0.002663,0.032527,0.014672,0
0.200000,1,0.190000,0.950000,0,1,1,0.043761,0.037378,-0.007797,0.037579,0.004265,0.540525,0.225463,-0.775729,0.002000,0.033769,0.011642,0
0.202000,1,0.192000,0.960000,0,1,1,0.043761,0.037378,-0.006810,0.037992,0.002710,0.448195,0.188376,-0.779205,0.002000,0.033769,0.011642,0
0.204000,1,0.194000,0.970000,0,1,1,0.043761,0.037378,-0.006007,0.038333,0.001149,0.356939,0.152861,-0.781913,0.003983,0.034251,0.010335,0
0.204000,1,0.196000,0.980000,0,1,1,0.043761,0.037378,-0.005381,0.038605,-0.000417,0.270580,0.120065,-0.783848,0.005668,0.034599,0.009043,0
0.208000,1,0.198000,0.990000,0,1,1,0.043761,0.037378,-0.004926,0.038813,-0.001986,0.186339,0.088991,-0.785011,0.008232,0.034906,0.006454,0
0.210000,1,0.200000,1.000000,0,1,1,0.043761,0.037378,-0.004626,0.038963,-0.002386,0.116318,0.061764,-0.200000,0.009174,0.034881,0.005123,0
0.212000,1,0.202000,1.000000,0,1,1,0.052428,0.041391,-0.004204,0.039177,-0.002786,0.298097,0.148907,-0.200000,0.009174,0.034881,0.005123,0
0.214000,1,0.204000,1.000000,0,1,1,0.052428,0.041391,-0.003468,0.039526,-0.003186,0.431627,0.197675,-0.200000,0.011239,0.034922,0.004067,0
0.216000,1,0.206000,1.000000,0,1,1,0.052428,0.041391,-0.002568,0.039939,-0.003586,0.465573,0.213667,-0.200000,0.011034,0.034684,0.002330,0
0.218000,0,0.000000,0.000000,1,1,0,0.052428,0.041391,-0.048616,0.001491,-0.003557,0.033986,0.022202,0.785398,-0.048650,0.001469,-0.002884,1
0.220000,0,0.002000,0.010000,1,1,0,0.052428,0.041391,-0.048515,0.001558,-0.001986,0.067285,0.043956,0.785011,-0.048650,0.001469,-0.002884,0
0.222000,0,0.004000,0.020000,1,1,0,0.052428,0.041391,-0.048347,0.001667,-0.000417,0.100588,0.065330,0.783848,-0.047633,0.001452,-0.002692,0
0.224000,0,0.006000,0.030000,1,1,0,0.052428,0.041391,-0.048113,0.001819,0.001149,0.133362,0.086318,0.781913,-0.048093,0.001569,-0.002804,0
0.226000,0,0.008000,0.040000,1,1,0,0.052428,0.041391,-0.047814,0.002012,0.002710,0.165806,0.106875,0.779205,-0.047558,0.001740,-0.001750,0
0.228000,0,0.010000,0.050000,1,1,0,0.052428,0.041391,-0.047450,0.002246,0.004265,0.197644,0.126969,0.775729,-0.047083,0.001937,-0.000795,0
0.230000,0,0.012000,0.060000,1,1,0,0.052428,0.041391,-0.047023,0.002520,0.005812,0.228768,0.146612,0.771487,-0.047083,0.001937,-0.000795,0
0.232000,0,0.014000,0.070000,1,1,0,0.052428,0.041391,-0.046535,0.002832,0.007350,0.259658,0.165786,0.766483,-0.045290,0.002231,0.000446,0
0.234000,0,0.016000,0.080000,1,0,1,0.052428,0.041391,-0.045985,0.003182,0.008878,0.289945,0.184498,0.760723,-0.044302,0.002649,0.001777,0
0.236000,0,0.018000,0.090000,1,0,1,-0.008528,0.013464,-0.045398,0.003560,0.010393,0.297400,0.192671,0.754213,-0.043021,0.003622,0.005004,0
0.238000,0,0.020000,0.100000,1,0,1,-0.008528,0.013464,-0.044796,0.003953,0.011894,0.304619,0.200618,0.746958,-0.043021,0.003622,0.005004,0
0.240000,0,0.022000,0.110000,1,0,1,-0.008528,0.013464,-0.044179,0.004362,0.013380,0.312146,0.208369,0.738966,-0.040268,0.004501,0.006803,0
0.240000,0,0.024000,0.120000,1,0,1,-0.008528,0.013464,-0.043547,0.004786,0.014850,0.319490,0.215874,0.730245,-0.038671,0.005288,0.008677,0
0.244000,0,0.026000,0.130000,1,0,1,-0.008528,0.013464,-0.042901,0.005225,0.016301,0.326250,0.222996,0.720803,-0.036488,0.006702,0.012623,0
0.246000,0,0.028000,0.140000,1,0,1,-0.008528,0.013464,-0.042242,0.005678,0.017732,0.332768,0.229895,0.710650,-0.036488,0.006702,0.012623,0
0.246000,0,0.030000,0.150000,1,0,1,-0.008528,0.013464,-0.041570,0.006145,0.019143,0.339553,0.236676,0.699795,-0.033740,0.007970,0.014454,0
0.250000,0,0.032000,0.160000,1,0,1,-0.008528,0.013464,-0.040884,0.006625,0.020531,0.346170,0.243201,0.688250,-0.030538,0.009955,0.018268,0
0.252000,0,0.034000,0.170000,1,0,1,-0.008528,0.013464,-0.040186,0.007117,0.021895,0.352531,0.249500,0.676025,-0.030538,0.009955,0.018268,0
0.254000,0,0.036000,0.180000,1,0,1,-0.008528,0.013464,-0.039474,0.007622,0.023235,0.358674,0.255560,0.663134,-0.029002,0.010993,0.020130,0
0.256000,0,0.038000,0.190000,1,0,1,-0.008528,0.013464,-0.038751,0.008139,0.024547,0.364636,0.261373,0.649588,-0.026242,0.013079,0.023675,0
0.258000,0,0.040000,0.200000,1,0,1,-0.008528,0.013464,-0.038016,0.008668,0.025833,0.370374,0.266952,0.635400,-0.025006,0.014125,0.025362,0
0.260000,0,0.042000,0.210000,1,0,1,-0.008528,0.013464,-0.037270,0.009207,0.027089,0.375851,0.272307,0.620586,-0.025006,0.014125,0.025362,0
0.260000,0,0.044000,0.220000,1,0,1,-0.008118,0.020971,-0.036512,0.009760,0.028314,0.381267,0.281092,0.605160,-0.025006,0.014125,0.025362,0
0.264000,0,0.046000,0.230000,1,0,1,-0.008118,0.020971,-0.035745,0.010331,0.029509,0.386293,0.289273,0.589136,-0.022356,0.016681,0.030250,0
0.266000,0,0.048000,0.240000,1,0,1,-0.008118,0.020971,-0.034967,0.010917,0.030671,0.391124,0.297134,0.572531,-0.021445,0.017677,0.031660,0
0.268000,0,0.050000,0.250000,1,0,1,-0.008118,0.020971,-0.034180,0.011519,0.031799,0.395691,0.304685,0.555360,-0.021445,0.017677,0.031660,0
0.268000,0,0.052000,0.260000,1,0,1,-0.008118,0.020971,-0.033385,0.012136,0.032892,0.400062,0.311918,0.537642,-0.020621,0.018672,0.032998,0
0.272000,0,0.054000,0.270000,1,0,1,-0.008118,0.020971,-0.032580,0.012767,0.033949,0.404297,0.318838,0.519393,-0.019253,0.020619,0.035456,0
0.274000,0,0.056000,0.280000,1,0,1,-0.008118,0.020971,-0.031768,0.013411,0.034969,0.408261,0.325446,0.500632,-0.019253,0.020619,0.035456,0
0.276000,0,0.058000,0.290000,1,0,1,-0.008118,0.020971,-0.030947,0.014069,0.035951,0.412129,0.332075,0.481376,-0.018510,0.022109,0.036304,0
0.276000,0,0.060000,0.300000,1,0,1,-0.008118,0.020971,-0.030119,0.014739,0.036894,0.415678,0.338044,0.461645,-0.018182,0.022510,0.037641,0
0.280000,0,0.062000,0.310000,1,0,1,-0.008118,0.020971,-0.029285,0.015421,0.037797,0.419083,0.343709,0.441459,-0.017349,0.024339,0.039562,0
0.282000,0,0.064000,0.320000,1,0,1,-0.008118,0.020971,-0.028443,0.016114,0.038660,0.422269,0.349441,0.420837,-0.016985,0.025794,0.040142,0
0.284000,0,0.066000,0.330000,1,0,1,-0.008118,0.020971,-0.027596,0.016818,0.039480,0.425211,0.354861,0.399800,-0.016697,0.026694,0.040937,0
0.286000,0,0.068000,0.340000,1,0,1,-0.011395,0.026328,-0.026745,0.017537,0.040259,0.425650,0.363592,0.378368,-0.016697,0.026694,0.040937,0
0.286000,0,0.070000,0.350000,1,0,1,-0.011395,0.026328,-0.025893,0.018272,0.040994,0.425974,0.371487,0.356563,-0.016371,0.027030,0.041947,0
0.288000,0,0.072000,0.360000,1,0,1,-0.011395,0.026328,-0.025041,0.019022,0.041685,0.426141,0.378971,0.334406,-0.016113,0.027904,0.042613,0
0.292000,0,0.074000,0.370000,1,0,1,-0.011395,0.026328,-0.024189,0.019787,0.042331,0.426202,0.386066,0.311919,-0.015686,0.029652,0.043760,0
0.292000,0,0.076000,0.380000,1,0,1,-0.011395,0.026328,-0.023336,0.020566,0.042932,0.426094,0.392757,0.289124,-0.015509,0.030528,0.044242,0
0.296000,0,0.078000,0.390000,1,0,1,-0.011395,0.026328,-0.022484,0.021358,0.043487,0.425813,0.399046,0.266044,-0.015352,0.031401,0.044662,0
0.298000,0,0.080000,0.400000,1,0,1,-0.011395,0.026328,-0.021633,0.022162,0.043996,0.425308,0.404910,0.242701,-0.015352,0.031401,0.044662,0
0.298000,0,0.082000,0.410000,1,0,1,-0.011395,0.026328,-0.020783,0.022978,0.044458,0.424627,0.410374,0.219119,-0.015207,0.032271,0.045021,0
0.302000,0,0.084000,0.420000,1,0,1,-0.011395,0.026328,-0.019935,0.023803,0.044872,0.423802,0.415470,0.195321,-0.014963,0.033981,0.045581,0
0.304000,0,0.086000,0.430000,1,0,1,-0.011395,0.026328,-0.019088,0.024639,0.045239,0.422791,0.420168,0.171329,-0.014841,0.034826,0.045780,0
0.306000,0,0.088000,0.440000,1,0,1,-0.011395,0.026328,-0.018244,0.025484,0.045558,0.421587,0.424472,0.147169,-0.014718,0.035662,0.045929,0
0.308000,0,0.090000,0.450000,1,0,1,-0.011395,0.026328,-0.017402,0.026337,0.045828,0.420152,0.428346,0.122863,-0.014718,0.035662,0.045929,0
0.308000,0,0.092000,0.460000,1,0,1,-0.011395,0.026328,-0.016563,0.027197,0.046049,0.418522,0.431829,0.098436,-0.014584,0.036490,0.046032,0
0.310000,0,0.094000,0.470000,1,0,1,-0.014034,0.030024,-0.015731,0.028068,0.046221,0.413927,0.438795,0.073912,-0.014435,0.037307,0.046090,0
0.314000,0,0.096000,0.480000,1,0,1,-0.014034,0.030024,-0.014907,0.028952,0.046345,0.409275,0.445264,0.049316,-0.014062,0.038923,0.046068,0
0.316000,0,0.098000,0.490000,1,0,1,-0.014034,0.030024,-0.014094,0.029848,0.046419,0.404526,0.451194,0.024670,-0.013827,0.039730,0.045982,0
0.318000,0,0.100000,0.500000,1,0,1,-0.014034,0.030024,-0.013289,0.030756,0.046443,0.399645,0.456538,-0.000000,-0.013827,0.039730,0.045982,0
0.320000,0,0.102000,0.510000,1,0,1,-0.014034,0.030024,-0.012495,0.031674,0.046419,0.394667,0.461421,-0.024670,-0.013348,0.041359,0.045667,0
0.322000,0,0.104000,0.520000,1,0,1,-0.014034,0.030024,-0.011711,0.032602,0.046345,0.389556,0.465711,-0.049316,-0.013348,0.041359,0.045667,0
0.324000,0,0.106000,0.530000,1,0,1,-0.014034,0.030024,-0.010937,0.033537,0.046221,0.384331,0.469477,-0.073912,-0.013082,0.042178,0.045435,0
0.324000,0,0.108000,0.540000,1,0,1,-0.014034,0.030024,-0.010174,0.034479,0.046049,0.378984,0.472721,-0.098436,-0.012803,0.042997,0.045156,0
0.328000,0,0.110000,0.550000,1,0,1,-0.014034,0.030024,-0.009421,0.035428,0.045828,0.373527,0.475517,-0.122863,-0.012171,0.044627,0.044460,0
0.330000,0,0.112000,0.560000,1,0,1,-0.014034,0.030024,-0.008680,0.036381,0.045558,0.367934,0.477708,-0.147169,-0.012171,0.044627,0.044460,0
0.330000,0,0.114000,0.570000,1,0,1,-0.014034,0.030024,-0.007949,0.037338,0.045239,0.362220,0.479374,-0.171329,-0.011804,0.045445,0.044037,0
0.334000,0,0.116000,0.580000,1,0,1,-0.014034,0.030024,-0.007231,0.038298,0.044872,0.356377,0.480609,-0.195321,-0.010997,0.047073,0.043056,0
0.336000,0,0.118000,0.590000,1,0,1,-0.015547,0.031706,-0.006527,0.039263,0.044458,0.347764,0.484156,-0.219119,-0.010997,0.047073,0.043056,0
0.338000,0,0.120000,0.600000,1,0,1,-0.015547,0.031706,-0.005840,0.040234,0.043996,0.339150,0.487036,-0.242701,-0.010544,0.047886,0.042493,0
0.340000,0,0.122000,0.610000,1,0,1,-0.015547,0.031706,-0.005170,0.041212,0.043487,0.330183,0.490039,-0.266044,-0.009753,0.049793,0.041127,0
0.342000,0,0.124000,0.620000,1,0,1,-0.015547,0.031706,-0.004519,0.042194,0.042932,0.321250,0.492308,-0.289124,-0.009237,0.050572,0.040437,0
