time,Fx,Fy,Fz
2.906000,0.000000,0.000000,104.833349
2.908000,0.000000,0.000000,107.336254
2.910000,0.000000,0.000000,110.099977
2.912000,0.000000,0.000000,113.093160
2.914000,0.000000,0.000000,116.278650
2.916000,0.000000,0.000000,119.613809
2.918000,0.000000,0.000000,123.050315
2.920000,0.000000,0.000000,126.535933
2.922000,0.000000,0.000000,130.015922
2.924000,0.000000,0.000000,133.433826
2.926000,0.000000,0.000000,136.731943
2.928000,0.000000,0.000000,139.816093
2.930000,0.000000,0.000000,142.735376
2.932000,0.000000,0.000000,145.356860
2.934000,0.000000,0.000000,147.595756
2.936000,0.000000,0.000000,149.410182
2.938000,0.000000,0.000000,150.770869
2.940000,0.000000,0.000000,151.647597
2.942000,0.000000,0.000000,152.001142
2.944000,0.000000,0.000000,151.788945
2.946000,0.000000,0.000000,150.974505
2.948000,0.000000,0.000000,149.534015
2.950000,0.000000,0.000000,147.457698
2.952000,0.000000,0.000000,144.747266
2.954000,0.000000,0.000000,141.430756
2.956000,0.000000,0.000000,137.509675
2.958000,0.000000,0.000000,133.008159
2.960000,0.000000,0.000000,127.959567
2.962000,0.000000,0.000000,122.407060
2.964000,0.000000,0.000000,116.403985
2.966000,0.000000,0.000000,110.012661
2.968000,0.000000,0.000000,103.303619
2.970000,0.000000,0.000000,96.355265
2.972000,0.000000,0.000000,89.253606
2.974000,0.000000,0.000000,82.091861
2.976000,0.000000,0.000000,74.969823
2.978000,0.000000,0.000000,67.992956
2.980000,0.000000,0.000000,61.277354
2.982000,0.000000,0.000000,54.946873
2.984000,0.000000,0.000000,49.098289
2.986000,0.000000,0.000000,43.837824
2.988000,0.000000,0.000000,39.280766
2.990000,0.000000,0.000000,35.464064
2.992000,0.000000,0.000000,32.485596
2.994000,0.000000,0.000000,30.486945
2.996000,0.000000,0.000000,28.870790
2.998000,0.000000,0.000000,27.363800
3.000000,0.000000,0.000000,26.812683
3.002000,0.000000,0.000000,28.238524
3.004000,0.000000,0.000000,41.624670
3.006000,0.000000,0.000000,60.905452
3.008000,0.000000,0.000000,87.120862
3.010000,0.000000,0.000000,120.260701
3.012000,0.000000,0.000000,159.693513
3.014000,0.000000,0.000000,202.959991
3.016000,0.000000,0.000000,247.849884
3.018000,0.000000,0.000000,287.179305
3.020000,0.000000,0.000000,313.843140
3.022000,0.000000,0.000000,325.038164
3.024000,0.000000,0.000000,313.788067
3.026000,0.000000,0.000000,280.624591
3.028000,0.000000,0.000000,234.745064
3.030000,0.000000,0.000000,183.489611
3.032000,0.000000,0.000000,138.658328
3.034000,0.000000,0.000000,112.863575
3.036000,0.000000,0.000000,105.070440
3.038000,0.000000,0.000000,85.918359
3.040000,0.000000,0.000000,74.879307
3.042000,0.000000,0.000000,69.932451
3.044000,0.000000,0.000000,73.298549
3.046000,0.000000,0.000000,82.197609
3.048000,0.000000,0.000000,94.940187
3.050000,0.000000,0.000000,107.556720
3.052000,0.000000,0.000000,118.357656
3.054000,0.000000,0.000000,175.527075
3.056000,0.000000,0.000000,181.314677
3.058000,0.000000,0.000000,171.556703
3.060000,0.000000,0.000000,159.162979
3.062000,0.000000,0.000000,147.471504
3.064000,0.000000,0.000000,136.062607
3.066000,0.000000,0.000000,124.962911
3.068000,0.000000,0.000000,114.228370
3.070000,0.000000,0.000000,103.876891
3.072000,0.000000,0.000000,93.752662
3.074000,0.000000,0.000000,83.895512
3.076000,0.000000,0.000000,74.274514
3.078000,0.000000,0.000000,64.626899
3.080000,0.000000,0.000000,54.890863
3.082000,0.000000,0.000000,47.221286
3.084000,0.000000,0.000000,42.019799
3.086000,0.000000,0.000000,39.377767
3.088000,0.000000,0.000000,39.594132
