time,solve_ok,fail_count,Fc_x,Fc_y,Fc_z,swing_err
2.168000,1,0,-4.340360,-7.910667,48.489422,0.013435
2.170000,1,0,-4.884456,-6.783745,45.469665,0.010941
2.172000,1,0,-5.252485,-5.707896,42.731290,0.008744
2.174000,1,0,-5.640768,-4.598264,40.112831,0.006825
2.176000,1,0,-6.097240,-3.453137,37.583048,0.005388
2.178000,1,0,-6.436040,-2.336926,35.280684,0.004818
2.180000,1,0,-6.724871,-1.216798,33.134768,0.005223
2.182000,1,0,-6.986583,-0.078363,31.120236,0.006339
2.184000,1,0,-7.229388,1.077610,29.226844,0.007814
2.186000,1,0,-7.462519,2.257602,27.439238,0.009447
2.188000,1,0,-7.682015,3.447067,25.758609,0.011130
2.190000,1,0,-8.876498,4.934386,23.055965,0.013489
2.192000,1,0,-9.436102,5.703183,21.128172,0.015050
2.194000,1,0,-8.884511,7.369765,20.766637,0.016568
2.196000,1,0,-9.087605,8.661128,19.397973,0.018254
2.198000,1,0,-9.635004,9.934359,17.493918,0.020182
2.200000,1,0,-10.121428,10.883113,15.111448,0.022199
2.202000,1,0,-9.948796,12.498692,15.168849,0.023320
2.204000,1,0,-9.894398,13.827409,14.648893,0.024573
2.206000,1,0,-10.576722,14.779534,11.831562,0.026834
2.208000,1,0,-10.814513,16.130282,11.968620,0.027634
2.210000,1,0,-11.024081,17.415843,11.171613,0.028974
2.212000,1,0,-11.700178,18.439376,8.046872,0.031475
2.214000,1,0,-12.190073,19.546256,6.571419,0.033047
2.216000,1,0,-13.321258,20.381936,7.360179,0.033014
2.218000,1,0,-13.321258,20.381936,7.360179,0.033014
2.220000,1,0,-14.603817,22.461374,2.902478,0.036969
2.222000,1,0,-14.634817,23.130168,4.565680,0.036388
2.224000,1,0,-8.676904,17.779971,21.816180,0.049860
2.226000,1,0,-15.470883,24.931514,2.493810,0.038735
2.228000,1,0,-15.787196,24.953052,2.227579,0.038857
2.230000,1,0,-16.310772,25.484871,1.135561,0.039809
2.232000,1,0,-16.893686,25.895423,-0.255667,0.040843
2.234000,1,0,-17.422775,26.444610,-1.268916,0.041781
2.236000,1,0,-17.964758,26.831358,-2.505181,0.042732
2.238000,1,0,-18.527447,27.157714,-3.718645,0.043633
2.240000,1,0,-19.474688,27.262076,-5.157393,0.044504
2.242000,1,0,-20.076929,27.371914,-6.411559,0.045294
2.244000,1,0,-20.613559,27.456669,-7.803398,0.046139
2.246000,1,0,-21.167138,27.464965,-8.977769,0.046851
2.248000,1,0,-21.657127,27.481627,-10.433162,0.047704
2.250000,1,0,-22.140834,27.331177,-11.531863,0.048284
2.252000,1,0,-22.612774,27.173881,-12.742048,0.048911
2.254000,1,0,-23.296491,28.616137,-17.478863,0.052764
2.256000,1,0,-23.553082,26.697141,-15.192228,0.050097
2.258000,1,0,-24.047027,26.507645,-16.652767,0.050849
2.260000,1,0,-24.397688,26.057036,-17.644930,0.051210
2.262000,1,0,-24.852818,25.820390,-19.056391,0.051915
2.264000,1,0,-25.220837,25.249760,-20.101906,0.052244
2.266000,1,0,-24.839392,24.658545,-20.758014,0.052329
2.268000,1,0,-25.201949,24.357577,-22.007873,0.052912
2.270000,1,0,-23.154580,21.774705,-18.288795,0.057526
2.272000,1,0,-25.707485,23.160527,-23.697990,0.053291
2.274000,1,0,-26.093542,22.820366,-24.763270,0.053736
2.276000,1,0,-26.280149,21.834460,-25.163490,0.053417
2.278000,1,0,-25.447173,21.953921,-27.686018,0.060149
2.280000,1,0,-26.595543,20.893283,-26.093318,0.053451
2.282000,1,0,-26.663771,20.408975,-26.488300,0.053418
2.284000,1,0,-25.664082,19.116875,-24.888870,0.055243
2.286000,1,0,-26.705068,19.578294,-26.912607,0.053196
2.288000,1,0,-26.774380,19.310242,-27.277922,0.053236
2.290000,1,0,-21.164197,19.431185,-23.422382,0.051284
2.292000,1,0,-21.431431,19.574907,-23.740346,0.051571
2.294000,1,0,-22.378810,18.728755,-24.193133,0.051259
2.296000,1,0,-23.485500,17.866310,-24.761015,0.050999
2.298000,1,0,-23.882197,16.521188,-24.661163,0.050046
2.300000,1,0,-25.227310,16.583286,-25.543850,0.050556
2.302000,1,0,-25.460351,15.877669,-25.010274,0.051924
2.304000,1,0,-25.850952,15.294203,-24.794539,0.051206
2.306000,1,0,-26.768813,15.265649,-25.712330,0.049656
2.308000,1,0,-26.577885,14.433309,-25.315028,0.048811
2.310000,1,0,-26.661575,13.732007,-24.677718,0.047948
2.312000,1,0,-26.809635,13.476014,-24.292537,0.047485
2.314000,1,0,-26.703776,13.433389,-23.613146,0.048478
2.316000,1,0,-11.033319,16.745369,-12.413212,0.043278
2.318000,1,0,-14.843801,15.813840,-14.407612,0.043518
2.320000,1,0,-77.481920,-58.975136,217.153925,0.159875
2.322000,1,0,-77.894238,-64.147722,225.897453,0.166030
2.324000,1,0,-56.003205,-53.324653,181.047114,0.130288
2.326000,1,0,-31.528861,-39.042679,129.983481,0.089512
2.328000,1,0,-6.334685,-23.084462,77.065281,0.047234
2.330000,1,0,2.069070,-14.393081,60.047242,0.032545
2.332000,1,0,0.712025,-10.710685,62.881520,0.033436
2.332000,1,0,0.712025,-10.710685,62.881520,0.033436
2.336000,1,0,-3.434908,-9.242557,75.954847,0.041937
2.338000,1,0,-13.748697,-6.345655,91.493102,0.051895
2.340000,1,0,-17.715343,-0.416838,93.921275,0.052154
2.342000,1,0,-22.250774,1.275543,98.408804,0.054558
2.344000,1,0,-23.604335,2.982448,97.416019,0.053124
2.346000,1,0,-25.647616,1.648665,94.828433,0.050947
2.348000,1,0,-25.257242,1.238479,90.945120,0.047914
2.350000,1,0,-22.987815,1.997528,86.303994,0.044323
2.352000,1,0,-23.812929,0.787878,83.004787,0.041783
2.354000,1,0,-23.184721,0.892058,81.051892,0.040242
2.356000,1,0,-23.681682,0.289382,80.000326,0.039418
2.358000,1,0,-25.636087,-1.443563,79.921071,0.039385
2.360000,1,0,-25.988434,-2.060122,79.015878,0.038712
2.362000,1,0,-26.102343,-2.669292,77.636916,0.037701
2.364000,1,0,-25.960867,-3.134728,76.020423,0.036516
2.366000,1,0,-24.249621,-2.808814,73.434474,0.034641
2.368000,1,0,-24.045418,-3.455586,71.955539,0.033620
2.370000,1,0,-24.064114,-4.152183,70.942862,0.032954
2.372000,1,0,-23.047245,-3.346900,71.778853,0.033116
2.374000,1,0,-24.170693,-5.445490,69.042833,0.031754
2.376000,1,0,-24.082577,-6.358056,67.675319,0.030888
2.378000,1,0,-23.898897,-7.504686,66.149755,0.029960
2.380000,1,0,-22.508904,-8.664905,63.497823,0.028258
2.382000,1,0,-21.778205,-8.034977,61.937578,0.027015
2.384000,1,0,-20.369350,-8.742152,59.245197,0.025246
2.386000,1,0,-18.701695,-10.689958,55.946648,0.023345
2.388000,1,0,-17.073458,-11.411666,53.163198,0.021558
2.390000,1,0,-14.538093,-11.344341,50.174172,0.019596
2.392000,1,0,-12.291389,-11.568363,47.428256,0.017840
2.394000,1,0,-10.513324,-11.977213,45.142419,0.016421
2.396000,1,0,-9.184502,-12.523904,43.164124,0.015209
2.398000,1,0,-7.247237,-12.833674,40.782757,0.013719
2.400000,1,0,-7.232244,-14.062830,39.497159,0.013034
2.402000,1,0,-4.718646,-14.204914,36.430327,0.011109
2.404000,1,0,-0.514083,-13.380717,32.010814,0.008163
2.406000,1,0,5.294307,-11.367024,26.850082,0.004830
2.408000,1,0,6.512419,-10.421149,23.558648,0.002610
2.410000,1,0,10.908546,-10.259187,22.211405,0.003167
2.412000,1,0,13.027842,-10.825475,20.030343,0.003513
2.414000,1,0,15.479755,-10.505922,17.899708,0.004195
2.416000,1,0,17.982822,-9.617497,16.279592,0.005459
2.418000,1,0,20.066093,-9.563064,13.897201,0.006944
2.420000,1,0,25.257109,-6.677619,8.877175,0.009448
2.422000,1,0,27.973900,-5.711740,6.076554,0.011339
2.424000,1,0,30.856258,-4.773502,2.627226,0.013674
2.426000,1,0,34.700580,-1.267856,0.157139,0.016217
2.428000,1,0,36.928060,-0.523216,-1.724451,0.016996
2.430000,1,0,39.098560,0.961386,-3.073899,0.017999
2.432000,1,0,41.172528,2.841768,-4.400072,0.019252
2.434000,1,0,43.198675,4.867828,-5.983606,0.020437
2.436000,1,0,45.302292,7.114462,-7.668889,0.021680
2.438000,1,0,47.264468,9.475744,-9.256739,0.022588
2.440000,1,0,46.343267,7.576825,-8.356970,0.021410
2.442000,1,0,46.670481,11.057614,-9.147195,0.022388
2.444000,1,0,48.386279,13.056271,-10.649412,0.023266
2.446000,1,0,49.419127,16.133392,-11.882883,0.023932
2.448000,1,0,50.467950,19.310940,-13.156367,0.024839
2.450000,1,0,52.237115,22.026832,-14.578221,0.025420
2.452000,1,0,48.641410,26.672950,-12.873608,0.025097
2.454000,1,0,46.363438,30.080229,-11.332094,0.024571
2.456000,1,0,41.638114,32.744938,-7.535036,0.022755
2.458000,1,0,37.479165,35.318510,-3.835437,0.021078
2.460000,1,0,29.288205,37.588822,2.751202,0.018581
2.462000,1,0,29.684156,39.961797,4.208940,0.018078
2.464000,1,0,25.163832,41.019007,8.575191,0.016220
2.466000,1,0,23.856909,39.120333,1.382100,0.021894
2.468000,1,0,25.231865,41.887320,4.459792,0.019210
2.470000,1,0,14.209287,39.799865,15.001383,0.013899
2.470000,1,0,8.324421,38.364831,20.317160,0.011761
2.474000,1,0,-5.753938,32.892276,39.986145,0.014067
2.476000,1,0,-6.283808,33.752564,44.197475,0.016873
2.478000,1,0,-11.022965,31.840337,49.546684,0.019957
2.480000,1,0,-30.476239,21.349343,63.333234,0.028004
2.482000,1,0,-36.266215,16.918003,67.947647,0.030824
2.484000,1,0,-21.992721,28.647047,57.681729,0.023666
2.486000,1,0,-20.948610,31.056911,55.500238,0.021467
2.488000,1,0,-27.047791,28.615769,61.929543,0.024223
2.490000,1,0,23.111873,78.043038,24.714854,0.021225
2.492000,1,0,18.448378,72.174581,29.490628,0.019174
2.494000,1,0,-3.858185,44.971869,51.121985,0.015440
2.496000,1,0,8.073912,63.290308,43.227965,0.016238
2.498000,1,0,-7.088589,52.554172,57.985182,0.017328
2.500000,1,0,-33.217946,32.178490,78.648568,0.025805
2.502000,1,0,40.700757,2.064960,352.854180,0.256065
2.504000,1,0,42.338587,1.692750,360.558731,0.261510
2.506000,1,0,65.040334,28.257812,297.700042,0.252531
2.508000,1,0,230.862010,171.354288,59.847947,0.292113
2.510000,1,0,520.931627,444.763689,-289.158926,0.353724
2.512000,1,0,790.712201,725.199549,-511.544238,0.392098
2.514000,1,0,788.357393,723.069625,-500.620615,0.396526
2.516000,1,0,1201.560402,1188.313196,-573.517639,0.382279
2.518000,1,0,1297.107125,1304.076217,-427.794769,0.342085
2.520000,1,0,1491.789123,1521.229281,-283.087889,0.302954
2.522000,1,0,1156.698882,1133.582316,10.552282,0.242865
2.524000,1,0,654.145513,563.429750,166.521933,0.214948
2.526000,1,0,76.207742,22.533960,193.266948,0.235173
2.528000,1,0,-14.845611,120.171808,144.139324,0.277069
2.530000,1,0,356.828213,707.691080,-4.191775,0.331336
2.532000,1,0,1028.264866,1420.862444,-335.514336,0.391653
2.534000,1,0,1222.866204,1397.141782,-543.856498,0.353663
2.536000,1,0,974.925453,971.412691,-498.881392,0.241196
2.538000,1,0,641.956703,572.384958,-347.794017,0.117142
2.538000,1,0,641.956703,572.384959,-347.794016,0.117142
2.542000,1,0,439.498014,363.456983,-272.948467,0.024306
2.544000,1,0,239.745678,172.229431,-187.089975,0.117649
2.546000,1,0,258.254419,183.297235,-221.661146,0.136695
2.548000,1,0,344.147598,241.604772,-298.173936,0.115851
2.550000,1,0,462.192879,310.533775,-408.265302,0.097565
2.552000,1,0,759.010892,466.601409,-673.530793,0.066345
2.554000,1,0,891.828152,498.355264,-817.897178,0.069281
2.556000,1,0,812.661262,417.730240,-783.327106,0.088593
2.558000,1,0,644.979969,312.149807,-660.976567,0.129653
2.560000,1,0,506.051426,236.673371,-553.848433,0.168093
2.562000,1,0,346.757365,166.071274,-415.944717,0.199468
2.564000,1,0,221.115550,117.859619,-305.576225,0.227159
2.566000,1,0,228.537935,126.672763,-313.720149,0.225617
2.568000,1,0,274.686578,139.270574,-358.220736,0.205777
2.570000,1,0,312.800068,145.409641,-396.609908,0.189324
2.572000,1,0,316.897762,139.461432,-402.469588,0.180466
2.574000,1,0,319.281372,132.770189,-407.794800,0.172431
2.576000,1,0,289.215693,119.167336,-380.706419,0.170814
2.578000,1,0,246.117519,104.886645,-339.395455,0.173172
2.580000,1,0,190.054912,91.473042,-283.684602,0.175222
2.582000,1,0,137.354259,80.377294,-229.256962,0.175985
2.584000,1,0,138.260631,81.367208,-228.856976,0.178251
2.586000,1,0,63.330660,67.952392,-147.328878,0.170345
2.588000,1,0,40.564722,63.306820,-124.441736,0.165924
2.590000,1,0,23.389300,67.380708,-101.997042,0.165306
2.592000,1,0,11.218049,65.027836,-88.406865,0.158924
2.594000,1,0,12.372076,67.336972,-87.727520,0.162605
2.596000,1,0,-0.425034,62.723606,-69.969904,0.145898
2.598000,1,0,-0.514826,61.896901,-66.504647,0.139573
2.600000,1,0,1.830687,60.163792,-67.319547,0.132441
2.602000,1,0,6.913823,59.609739,-68.948835,0.126479
2.604000,1,0,14.140490,59.379602,-72.573186,0.120973
2.606000,1,0,16.203628,62.566980,-72.426868,0.125921
2.608000,1,0,30.928391,60.798882,-79.901625,0.112759
2.610000,1,0,40.545029,58.756325,-88.470736,0.106290
2.612000,1,0,51.241294,61.070441,-93.287530,0.104738
2.614000,1,0,57.268574,59.644325,-97.134404,0.100254
2.616000,1,0,63.882333,57.614094,-99.503335,0.098545
2.618000,1,0,63.882333,57.614094,-99.503335,0.098545
2.620000,1,0,69.236579,54.340050,-103.796823,0.091125
2.622000,1,0,77.923952,56.318929,-108.003376,0.094845
2.624000,1,0,90.722087,58.598089,-115.848291,0.098924
2.626000,1,0,116.390944,57.122518,-132.734913,0.089091
2.628000,1,0,132.191064,57.565540,-144.401079,0.086173
2.630000,1,0,157.835385,59.830569,-163.361830,0.082094
2.632000,1,0,185.737830,62.856053,-183.204029,0.077797
2.634000,1,0,211.957093,65.908765,-200.942230,0.074034
2.636000,1,0,233.778324,67.622054,-214.369898,0.071028
2.636000,1,0,233.778324,67.622054,-214.369898,0.071028
2.640000,1,0,258.412412,77.554267,-225.886554,0.077612
2.642000,1,0,261.374110,78.230963,-228.791648,0.083115
2.644000,1,0,256.081608,67.636277,-222.325830,0.076785
2.646000,1,0,249.237939,59.750616,-218.193323,0.076128
2.648000,1,0,241.181690,50.423745,-213.858565,0.073543
2.650000,1,0,228.234488,40.280268,-204.416380,0.068638
2.652000,1,0,217.000560,34.016194,-194.824080,0.066082
2.654000,1,0,201.827127,23.237193,-178.816612,0.048868
2.656000,1,0,189.424749,9.244686,-169.741298,0.040513
2.658000,1,0,174.972146,-1.805563,-156.141179,0.032709
2.660000,1,0,166.323480,-4.940754,-143.166053,0.030112
2.662000,1,0,164.167044,-3.786892,-132.123075,0.027392
2.664000,1,0,125.609125,-26.605159,-97.057386,0.068273
2.666000,1,0,177.694165,64.545340,-154.347881,0.134411
2.668000,1,0,150.762336,47.119656,-123.376594,0.083973
2.670000,1,0,150.031475,49.486121,-116.962931,0.093491
2.672000,1,0,121.451927,26.300953,-98.842428,0.055932
2.674000,1,0,93.895563,1.004754,-88.946648,0.035107
2.676000,1,0,67.917831,-20.281122,-73.661081,0.035346
2.678000,1,0,39.881104,-38.727393,-51.824456,0.064717
2.680000,1,0,-1.268893,-67.050025,-16.211197,0.131446
2.682000,1,0,-11.225900,-66.817923,-3.564672,0.140995
2.684000,1,0,35.227182,-47.938838,-26.399339,0.055619
2.686000,1,0,-39.051227,-72.552022,38.429904,0.188922
2.688000,0,1,0.000000,0.000000,0.000000,-1.000000
2.690000,0,2,0.000000,0.000000,0.000000,-1.000000
2.692000,0,3,0.000000,0.000000,0.000000,-1.000000
2.694000,1,3,155.774588,84.852027,-134.894707,0.332566
2.696000,1,3,129.131591,54.447343,-101.425605,0.256042
2.698000,1,3,95.344803,31.314549,-100.900515,0.214804
2.700000,1,3,64.840610,-10.827136,-106.925611,0.167783
2.702000,1,3,30.451755,-10.058603,-37.676362,0.062740
2.704000,1,3,48.319924,-25.453834,-91.956341,0.117581
2.706000,1,3,75.221939,-21.589586,-119.602244,0.148638
2.708000,1,3,60.168202,-30.777619,-116.065530,0.114427
2.710000,1,3,93.897466,-15.525826,-143.656878,0.178760
2.712000,1,3,85.874239,-10.166185,-145.654987,0.179945
2.714000,1,3,101.248861,-1.747203,-155.364823,0.209793
2.716000,1,3,119.241055,28.303584,-172.371624,0.275766
2.718000,1,3,118.189452,21.757889,-171.669143,0.264764
2.720000,1,3,113.064144,11.149621,-162.951448,0.239025
2.722000,1,3,116.200791,1.358467,-157.593685,0.214498
2.724000,1,3,152.533670,-4.186952,-165.520069,0.225981
2.726000,1,3,134.350018,-16.624135,-146.908692,0.148488
2.728000,1,3,153.960897,-23.508591,-140.759036,0.109416
2.730000,1,3,150.435863,-32.306674,-138.867231,0.097248
2.732000,1,3,204.662845,-39.078151,-141.404393,0.066772
2.734000,1,3,204.662845,-39.078151,-141.404393,0.066772
2.736000,1,3,202.567645,-38.230857,-139.881414,0.047579
2.738000,1,3,232.939605,-38.281851,-144.854089,0.051516
2.740000,1,3,116.926394,-8.184801,-93.175069,0.047789
2.742000,1,3,52.006635,-3.478504,-63.004609,0.049052
2.744000,1,3,5.218169,10.079130,-26.638114,0.055426
2.746000,1,3,17.799053,12.027641,-41.436119,0.063789
2.748000,1,3,18.698229,25.397679,-36.862782,0.067860
2.750000,1,3,53.504548,39.406783,-46.548751,0.115525
2.752000,1,3,47.102107,37.525468,-42.056933,0.085560
2.754000,1,3,54.140707,41.338730,-42.466140,0.086695
2.756000,1,3,57.258817,43.942336,-43.797840,0.088583
2.758000,1,3,67.446984,43.809462,-47.592050,0.085506
2.760000,1,3,78.336607,45.249720,-53.106384,0.091491
2.762000,1,3,78.191944,42.393125,-54.419798,0.083575
2.764000,1,3,70.463285,39.137081,-54.117105,0.074738
2.766000,1,3,57.820444,7.255986,-57.214900,0.062262
2.768000,1,3,62.955520,13.801865,-61.499586,0.066222
2.770000,1,3,69.255451,23.466266,-66.318818,0.073670
2.772000,1,3,74.738736,30.195673,-72.000765,0.082095
2.774000,1,3,78.233823,33.902255,-77.739142,0.089490
2.776000,1,3,83.359850,39.214975,-88.601453,0.098943
2.778000,1,3,10.976981,39.738119,-49.056756,0.110519
2.780000,1,3,110.811935,37.513023,-116.051864,0.125718
2.782000,1,3,32.452204,36.231438,-79.879541,0.101859
2.784000,1,3,47.571781,34.576129,-89.505257,0.100239
2.786000,1,3,167.392674,27.592286,-161.634329,0.175641
2.788000,1,3,56.697352,23.826484,-120.190389,0.107964
2.790000,1,3,83.317421,43.989177,-129.272635,0.123987
2.792000,1,3,99.088870,37.689483,-149.382118,0.130435
2.794000,1,3,113.486044,28.862613,-168.182404,0.135725
2.796000,1,3,244.836396,38.114958,-233.307349,0.254822
2.798000,1,3,472.675480,-44.891851,-404.469252,0.192874
2.800000,1,3,379.480003,-46.884353,-365.453396,0.215732
2.802000,1,3,355.276556,-90.782268,-360.232037,0.219014
2.804000,1,3,329.187013,-113.146551,-346.175195,0.223271
2.806000,1,3,316.335115,-119.715853,-330.106067,0.225227
2.808000,1,3,319.331664,-121.618983,-332.635455,0.228535
2.810000,1,3,350.413211,-140.893286,-332.302311,0.254516
2.812000,1,3,365.429189,-127.419266,-320.530348,0.249614
2.814000,1,3,1000.798015,-361.654939,-615.065806,0.126056
2.816000,1,3,2481.439480,-881.675077,-1246.558214,0.123932
2.818000,1,3,5171.845022,-3335.665827,-2501.436860,0.316802
2.820000,1,3,5154.663489,-3543.267768,-2602.826569,0.332602
2.822000,1,3,19526.593516,-25071.723682,-10937.612870,0.795587
2.824000,1,3,29698.193526,-55327.801777,-16405.659425,3.431530
2.826000,1,3,20024.518142,-70761.803811,-10267.353997,8.854387
2.828000,1,3,1780.377138,-29228.510715,-50.235276,4.780048
2.830000,1,3,-2013.634616,-11852.296767,1863.365233,1.495021
2.832000,1,3,-2080.660770,-2922.620321,2492.433879,2.930790
2.834000,1,3,-1861.049447,-2592.413003,2804.602519,2.933599
2.836000,1,3,-1538.161907,2201.848342,2964.090035,3.428746
2.838000,1,3,-1111.348543,2299.866020,2369.054900,2.552720
2.840000,1,3,-2202.821998,24141.722719,4599.547626,22.972400
2.842000,1,3,-3583.377736,25223.611253,2111.601375,24.743309
2.844000,1,3,-4117.501769,23307.259410,-277.632144,24.293585
2.846000,1,3,-2763.790127,17090.782515,-571.490882,18.638965
2.848000,1,3,-1838.070761,15256.165228,-1314.672299,20.191813
2.850000,1,3,-199.430154,8183.064705,664.085533,11.340853
2.852000,1,3,296.318477,3992.783435,1331.789648,5.652269
2.854000,1,3,435.581954,968.037922,291.739550,2.518515
2.856000,1,3,345.995563,-4.400924,-164.974903,1.625467
2.858000,1,3,265.963428,-516.440181,-419.697412,1.303181
2.860000,1,3,178.037676,-870.954276,-400.675276,1.170158
2.862000,1,3,417.891184,-1781.283733,-405.482749,1.253314
2.864000,1,3,665.441171,-3385.671224,-255.127721,1.449377
2.866000,0,4,0.000000,0.000000,0.000000,-1.000000
2.868000,1,4,3656.667054,-11760.814491,87.803266,2.041830
2.870000,1,4,3656.667054,-11760.814491,87.803266,2.041830
2.872000,1,4,4382.374720,-12271.178163,-123.920052,2.251977
2.874000,1,4,15230.486674,-25872.735593,-1424.153196,3.446108
2.876000,1,4,45510.765939,-51268.562424,-5827.953744,4.569231
2.880000,1,4,82827.143275,-59893.502902,-11294.414933,5.237427
2.882000,1,4,70023.417580,-26526.837934,-7969.316774,5.250371
2.884000,1,4,41864.020690,-880.060214,-2452.056746,3.685649
2.886000,1,4,25066.651912,12088.852060,1480.691648,3.027425
2.888000,0,5,0.000000,0.000000,0.000000,-1.000000
2.890000,1,5,-114759.434462,-126319.717322,-116701.946971,394.947760
2.892000,1,5,-39643.786498,-105077.875225,8937.421829,68.346428
2.894000,1,5,3110.891276,-75014.470174,12526.475668,108.748843
2.896000,1,5,21432.550419,-59992.282661,-4805.858209,208.810120
2.898000,1,5,13689.403360,-30546.000426,-7349.268856,124.258082
2.900000,1,5,11409.039588,-14771.903680,3331.142407,13.241263
2.902000,1,5,4383.756197,5946.076412,1810.626887,4.830751
2.904000,1,5,1809.208541,3341.522632,3551.828207,3.123909
2.906000,0,6,0.000000,0.000000,0.000000,-1.000000
2.908000,1,6,-2898.897497,-456.607156,2530.762260,4.350327
2.910000,1,6,-2898.897497,-456.607156,2530.762260,4.350327
2.912000,1,6,-7011.073717,-2330.802526,2013.249237,6.692262
2.918000,1,6,-13775.932624,-4692.504466,3095.154162,11.986636
2.922000,1,6,-15689.629303,-5413.465854,3930.983292,13.818816
2.926000,1,6,-13093.095038,-4384.983113,4037.998614,12.331174
2.928000,1,6,-9456.913989,-2447.607186,3873.255457,9.907825
2.930000,1,6,-6180.771890,464.640026,4110.045471,7.519864
2.930000,1,6,-3735.768850,1075.532394,2942.076457,5.124496
2.932000,1,6,258.817317,707.987851,1153.875013,2.991677
2.934000,1,6,678.788636,497.062317,1410.874230,3.499503
2.936000,1,6,643.951457,495.761141,1404.575670,3.441590
2.938000,1,6,1577.514079,199.864071,2326.837405,4.890486
2.940000,1,6,1851.308552,122.300934,2785.986165,5.351035
2.942000,1,6,1906.863274,98.362162,2890.647428,5.189337
2.944000,1,6,1906.845349,48.303143,2832.306110,4.905476
2.946000,1,6,1859.638552,45.114421,2779.492976,4.796142
2.948000,1,6,1322.727628,-47.039038,1292.596707,2.783144
2.950000,1,6,1208.901872,-70.106754,932.517336,2.303144
2.952000,1,6,1208.901872,-70.106754,932.517336,2.303144
2.954000,1,6,1047.221098,-107.854158,506.346473,1.705315
2.956000,1,6,967.826486,-110.394244,463.450730,1.585271
2.958000,1,6,946.977389,-152.838647,374.030406,1.432319
2.960000,1,6,865.601851,-155.691260,336.779074,1.291557
2.962000,1,6,764.925272,-168.395264,300.603920,1.150135
2.964000,1,6,634.722405,-179.292874,260.875923,0.990081
2.966000,1,6,583.475879,-193.561317,252.847980,0.942637
2.968000,1,6,494.292244,-194.264464,224.578296,0.839917
2.970000,0,7,0.000000,0.000000,0.000000,-1.000000
2.972000,0,8,0.000000,0.000000,0.000000,-1.000000
2.974000,0,9,0.000000,0.000000,0.000000,-1.000000
2.976000,0,10,0.000000,0.000000,0.000000,-1.000000
2.978000,0,11,0.000000,0.000000,0.000000,-1.000000
2.980000,0,12,0.000000,0.000000,0.000000,-1.000000
2.982000,0,13,0.000000,0.000000,0.000000,-1.000000
2.984000,1,13,308.986002,-114.876667,10.622751,0.219498
2.986000,1,13,335.305605,-117.904812,8.529481,0.233517
2.988000,1,13,362.346312,-109.912734,29.015856,0.271275
2.990000,1,13,286.482112,-112.658188,63.208318,0.265580
2.992000,1,13,297.940450,-132.917001,70.972019,0.262703
2.994000,1,13,305.684937,-138.653321,73.390690,0.256678
2.996000,1,13,360.412457,-155.732442,74.913933,0.296677
2.998000,1,13,455.156064,-188.798722,93.967170,0.359778
3.000000,1,13,432.814345,-188.907817,87.532729,0.340320
3.002000,1,13,447.474731,-199.957212,89.869501,0.343393
3.004000,1,13,525.195785,-246.996000,117.467330,0.392818
3.006000,1,13,-809.996566,-118.739477,-213.689422,0.688518
3.008000,1,13,-723.042244,-116.488063,-166.186999,0.570326
3.010000,1,13,-756.108065,-118.854520,-174.109043,0.590035
3.012000,1,13,-678.611594,91.763172,-307.627391,0.606970
3.014000,1,13,-480.885039,56.849012,-218.124697,0.549989
3.016000,1,13,-152.529391,61.282500,-82.267774,0.533595
3.018000,1,13,-8.163611,56.516090,0.419759,0.480215
3.020000,1,13,72.847327,50.592105,59.851759,0.393442
3.022000,1,13,113.735101,44.937293,101.092876,0.306211
3.024000,1,13,134.985120,40.924724,132.463406,0.234991
3.026000,1,13,133.201550,36.192384,150.421807,0.181734
3.028000,1,13,122.887577,31.399674,160.935838,0.157998
3.030000,1,13,110.310400,28.594760,156.587488,0.154794
3.032000,1,13,99.504867,20.093131,167.931777,0.165435
3.034000,1,13,71.181684,16.947294,171.159391,0.201463
3.036000,1,13,48.065475,11.402686,170.181334,0.228553
3.038000,1,13,43.168653,5.665847,167.169353,0.226874
3.040000,1,13,33.332123,2.891401,177.665808,0.264804
3.042000,1,13,22.927709,-1.353643,178.412598,0.279264
3.044000,1,13,5.694724,-4.854183,183.773355,0.313004
3.046000,1,13,-1.670722,-9.267788,184.301345,0.321774
3.048000,1,13,3.918810,-13.404627,179.770558,0.303058
3.050000,1,13,3.368226,-16.772549,180.705697,0.304798
3.052000,1,13,-0.379518,-19.428787,188.400911,0.324399
3.054000,1,13,-0.332920,-22.964515,189.341367,0.325379
3.056000,1,13,0.702998,-26.361142,190.109813,0.325412
3.058000,1,13,-7.240014,-27.905200,189.553747,0.331673
3.060000,0,14,0.000000,0.000000,0.000000,-1.000000
3.062000,1,14,24.308182,-30.546453,191.245396,0.307398
3.062000,1,14,24.308182,-30.546453,191.245396,0.307398
3.062000,1,14,24.308182,-30.546453,191.245396,0.307398
3.062000,1,14,24.308183,-30.546453,191.245396,0.307398
3.062000,1,14,24.308182,-30.546453,191.245396,0.307398
3.062000,1,14,24.308182,-30.546453,191.245396,0.307398
3.062000,1,14,24.308182,-30.546453,191.245396,0.307398
3.062000,1,14,24.308182,-30.546453,191.245396,0.307398
3.062000,1,14,24.308182,-30.546453,191.245396,0.307398
3.062000,1,14,24.308182,-30.546453,191.245396,0.307398
3.062000,1,14,24.308182,-30.546453,191.245396,0.307398
3.062000,1,14,24.308182,-30.546453,191.245396,0.307398
