time,roll_e,pitch_e,yaw_e
0.008000,0.000000,0.000000,0.000000
0.008000,-0.000312,0.000111,-0.000270
0.010000,-0.000677,0.000251,-0.000582
0.014000,-0.001088,0.000422,-0.000930
0.014000,-0.001540,0.000624,-0.001308
0.016000,-0.002027,0.000856,-0.001711
0.020000,-0.002546,0.001120,-0.002135
0.022000,-0.003094,0.001416,-0.002575
0.022000,-0.003667,0.001744,-0.003030
0.024000,-0.004264,0.002104,-0.003496
0.028000,-0.005521,0.002921,-0.004455
0.030000,-0.006178,0.003379,-0.004945
0.032000,-0.006178,0.003379,-0.004945
0.034000,-0.006854,0.003869,-0.005442
0.034000,-0.007548,0.004393,-0.005944
0.036000,-0.008259,0.004949,-0.006450
0.040000,-0.009733,0.006160,-0.007477
0.042000,-0.010495,0.006815,-0.007997
0.044000,-0.010495,0.006815,-0.007997
0.044000,-0.011275,0.007502,-0.008521
0.046000,-0.011919,0.008125,-0.009050
0.048000,-0.012437,0.008693,-0.009590
0.052000,-0.013143,0.009695,-0.010700
0.052000,-0.013143,0.009695,-0.010700
0.056000,-0.013366,0.010155,-0.011257
0.058000,-0.013531,0.010603,-0.011798
0.058000,-0.013640,0.011044,-0.012324
0.060000,-0.013704,0.011482,-0.012830
0.064000,-0.013717,0.012361,-0.013777
0.066000,-0.013717,0.012361,-0.013777
0.066000,-0.013677,0.012807,-0.014215
0.068000,-0.013617,0.013260,-0.014628
0.072000,-0.013437,0.014180,-0.015380
0.074000,-0.013321,0.014647,-0.015720
0.076000,-0.013321,0.014647,-0.015720
0.076000,-0.013191,0.015117,-0.016038
0.078000,-0.013049,0.015589,-0.016333
0.080000,-0.012894,0.016061,-0.016606
0.084000,-0.012548,0.017002,-0.017087
0.086000,-0.012360,0.017467,-0.017295
0.088000,-0.012360,0.017467,-0.017295
0.088000,-0.012163,0.017928,-0.017485
0.090000,-0.011959,0.018382,-0.017656
0.092000,-0.011746,0.018828,-0.017807
0.096000,-0.011298,0.019692,-0.018050
0.098000,-0.011065,0.020108,-0.018143
0.098000,-0.011065,0.020108,-0.018143
0.100000,-0.010828,0.020512,-0.018219
0.104000,-0.010345,0.021279,-0.018320
0.106000,-0.010345,0.021279,-0.018320
0.106000,-0.010099,0.021640,-0.018343
0.108000,-0.009853,0.021987,-0.018350
0.110000,-0.009606,0.022317,-0.018338
0.112000,-0.009359,0.022632,-0.018308
0.116000,-0.009114,0.022929,-0.018260
0.118000,-0.008870,0.023208,-0.018193
0.118000,-0.008628,0.023469,-0.018110
0.120000,-0.008391,0.023711,-0.018009
0.122000,-0.008158,0.023933,-0.017891
0.124000,-0.007929,0.024135,-0.017756
0.128000,-0.007707,0.024318,-0.017606
0.130000,-0.007491,0.024481,-0.017439
0.130000,-0.007283,0.024625,-0.017257
0.132000,-0.007082,0.024749,-0.017060
0.134000,-0.006891,0.024852,-0.016847
0.138000,-0.006711,0.024936,-0.016620
0.140000,-0.006541,0.025001,-0.016376
0.142000,-0.006383,0.025046,-0.016116
0.142000,-0.006235,0.025072,-0.015844
0.144000,-0.006099,0.025079,-0.015559
0.148000,-0.005976,0.025068,-0.015259
0.150000,-0.005769,0.024992,-0.014613
0.152000,-0.005769,0.024992,-0.014613
0.152000,-0.005687,0.024928,-0.014268
0.154000,-0.005617,0.024848,-0.013912
0.156000,-0.005560,0.024751,-0.013545
0.158000,-0.005518,0.024637,-0.013165
0.162000,-0.005492,0.024508,-0.012772
0.162000,-0.005480,0.024364,-0.012362
0.164000,-0.005484,0.024204,-0.011934
0.166000,-0.005504,0.024029,-0.011489
0.168000,-0.005538,0.023839,-0.011028
0.172000,-0.005653,0.023415,-0.010059
0.174000,-0.005653,0.023415,-0.010059
0.174000,-0.005732,0.023181,-0.009553
0.176000,-0.005824,0.022934,-0.009038
0.178000,-0.005931,0.022673,-0.008512
0.180000,-0.006053,0.022399,-0.007974
0.184000,-0.006341,0.021816,-0.006868
0.186000,-0.006341,0.021816,-0.006868
0.188000,-0.006507,0.021507,-0.006300
0.188000,-0.006690,0.021189,-0.005712
0.190000,-0.006890,0.020862,-0.005100
0.192000,-0.007106,0.020525,-0.004464
0.196000,-0.007589,0.019824,-0.003127
0.198000,-0.007589,0.019824,-0.003127
0.200000,-0.007852,0.019458,-0.002430
0.200000,-0.008126,0.019083,-0.001724
0.202000,-0.008411,0.018697,-0.001012
0.204000,-0.008709,0.018303,-0.000293
0.208000,-0.009339,0.017491,0.001159
0.210000,-0.009339,0.017491,0.001159
0.212000,-0.009672,0.017073,0.001887
0.212000,-0.010027,0.016656,0.002674
0.214000,-0.010402,0.016235,0.003517
0.216000,-0.010796,0.015811,0.004416
0.220000,-0.011623,0.014936,0.006302
0.222000,-0.011623,0.014936,0.006302
0.224000,-0.012044,0.014481,0.007233
0.224000,-0.012463,0.014015,0.008121
0.226000,-0.012881,0.013539,0.008959
0.228000,-0.013301,0.013057,0.009743
0.232000,-0.013723,0.012572,0.010476
0.234000,-0.014152,0.012086,0.011163
0.234000,-0.014666,0.011554,0.011749
0.236000,-0.015248,0.010988,0.012255
0.238000,-0.015837,0.010408,0.012621
0.240000,-0.016419,0.009823,0.012856
0.244000,-0.016986,0.009240,0.012970
0.244000,-0.017529,0.008663,0.012979
0.246000,-0.018046,0.008097,0.012904
0.248000,-0.018531,0.007545,0.012765
0.250000,-0.018981,0.007009,0.012580
0.254000,-0.018981,0.007009,0.012580
0.254000,-0.019767,0.005995,0.012125
0.256000,-0.020099,0.005519,0.011873
0.258000,-0.020389,0.005064,0.011621
0.260000,-0.020638,0.004630,0.011386
0.262000,-0.020851,0.004216,0.011161
0.266000,-0.021167,0.003444,0.010752
0.268000,-0.021167,0.003444,0.010752
0.268000,-0.021274,0.003087,0.010573
0.270000,-0.021350,0.002747,0.010416
0.272000,-0.021394,0.002426,0.010281
0.276000,-0.021409,0.002123,0.010170
0.278000,-0.021395,0.001837,0.010081
0.278000,-0.021353,0.001568,0.010016
0.282000,-0.021195,0.001080,0.009959
0.284000,-0.021081,0.000859,0.009967
0.284000,-0.021081,0.000859,0.009967
0.286000,-0.020947,0.000652,0.009997
0.290000,-0.020624,0.000280,0.010133
0.292000,-0.020624,0.000280,0.010133
0.292000,-0.020436,0.000115,0.010238
0.296000,-0.020015,-0.000179,0.010519
0.298000,-0.020015,-0.000179,0.010519
0.300000,-0.019784,-0.000308,0.010694
0.300000,-0.019541,-0.000426,0.010890
0.302000,-0.019288,-0.000533,0.011109
0.306000,-0.018750,-0.000715,0.011610
0.308000,-0.018750,-0.000715,0.011610
0.308000,-0.018468,-0.000791,0.011893
0.310000,-0.018179,-0.000859,0.012194
0.312000,-0.017884,-0.000917,0.012516
0.314000,-0.017582,-0.000967,0.012859
0.318000,-0.016963,-0.001043,0.013608
0.320000,-0.016963,-0.001043,0.013608
0.320000,-0.016647,-0.001068,0.014012
0.322000,-0.016329,-0.001087,0.014434
0.324000,-0.016008,-0.001099,0.014872
0.328000,-0.015359,-0.001100,0.015805
0.330000,-0.015359,-0.001100,0.015805
0.330000,-0.015032,-0.001090,0.016300
0.332000,-0.014705,-0.001074,0.016811
0.334000,-0.014377,-0.001051,0.017340
0.338000,-0.013718,-0.000986,0.018454
0.340000,-0.013718,-0.000986,0.018454
0.342000,-0.013388,-0.000945,0.019040
0.342000,-0.013060,-0.000898,0.019642
0.344000,-0.012731,-0.000846,0.020263
0.346000,-0.012406,-0.000790,0.020902
0.350000,-0.011768,-0.000668,0.022235
0.350000,-0.011768,-0.000668,0.022235
0.352000,-0.011456,-0.000602,0.022929
0.354000,-0.011147,-0.000533,0.023636
0.356000,-0.010843,-0.000461,0.024361
0.358000,-0.010544,-0.000386,0.025103
0.362000,-0.010248,-0.000308,0.025862
0.362000,-0.009957,-0.000227,0.026639
0.364000,-0.009670,-0.000143,0.027435
0.366000,-0.009388,-0.000055,0.028248
0.368000,-0.009109,0.000035,0.029080
0.372000,-0.008566,0.000223,0.030794
0.374000,-0.008566,0.000223,0.030794
0.376000,-0.008301,0.000321,0.031677
0.376000,-0.008041,0.000420,0.032572
0.378000,-0.007785,0.000522,0.033484
0.380000,-0.007534,0.000625,0.034412
0.384000,-0.007043,0.000839,0.036318
0.386000,-0.007043,0.000839,0.036318
0.386000,-0.006805,0.000948,0.037296
0.388000,-0.006570,0.001059,0.038284
0.392000,-0.006340,0.001171,0.039286
0.394000,-0.006113,0.001284,0.040302
0.394000,-0.005890,0.001399,0.041332
0.396000,-0.005671,0.001515,0.042373
0.400000,-0.005456,0.001631,0.043428
0.400000,-0.005244,0.001748,0.044497
0.402000,-0.005037,0.001866,0.045581
0.404000,-0.004833,0.001984,0.046675
0.406000,-0.004634,0.002103,0.047784
0.408000,-0.004438,0.002222,0.048907
0.410000,-0.004245,0.002342,0.050045
0.412000,-0.004055,0.002461,0.051184
0.414000,-0.003868,0.002580,0.052324
0.416000,-0.003682,0.002700,0.053468
0.420000,-0.003499,0.002820,0.054617
0.420000,-0.003319,0.002939,0.055775
0.422000,-0.003142,0.003058,0.056942
0.426000,-0.002970,0.003176,0.058120
0.428000,-0.003070,0.003461,0.059210
0.428000,-0.003425,0.003903,0.060216
0.430000,-0.003993,0.004477,0.061154
0.434000,-0.004695,0.005117,0.061933
0.436000,-0.005491,0.005807,0.062546
0.436000,-0.006344,0.006532,0.062987
0.438000,-0.007229,0.007285,0.063279
0.442000,-0.008129,0.008061,0.063438
0.442000,-0.009028,0.008853,0.063487
0.444000,-0.009916,0.009658,0.063445
0.446000,-0.010782,0.010471,0.063334
0.450000,-0.012421,0.012109,0.062971
0.450000,-0.012421,0.012109,0.062971
0.452000,-0.013181,0.012926,0.062748
0.454000,-0.013899,0.013737,0.062521
0.456000,-0.014567,0.014537,0.062291
0.458000,-0.015183,0.015325,0.062067
0.462000,-0.016253,0.016850,0.061650
0.464000,-0.016253,0.016850,0.061650
0.464000,-0.016705,0.017582,0.061467
0.466000,-0.017105,0.018292,0.061305
0.468000,-0.017451,0.018978,0.061165
0.472000,-0.017744,0.019638,0.061049
0.474000,-0.017986,0.020272,0.060959
0.476000,-0.018178,0.020879,0.060894
0.476000,-0.018323,0.021458,0.060857
0.478000,-0.018424,0.022008,0.060846
0.482000,-0.018500,0.023025,0.060906
0.484000,-0.018500,0.023025,0.060906
0.484000,-0.018481,0.023491,0.060975
0.486000,-0.018430,0.023929,0.061068
0.488000,-0.018347,0.024339,0.061186
0.492000,-0.018099,0.025080,0.061492
0.494000,-0.017939,0.025410,0.061679
0.494000,-0.017939,0.025410,0.061679
0.496000,-0.017759,0.025715,0.061887
0.500000,-0.017563,0.025996,0.062117
0.500000,-0.017352,0.026252,0.062366
0.502000,-0.017130,0.026482,0.062635
0.506000,-0.016655,0.026870,0.063231
0.506000,-0.016655,0.026870,0.063231
0.508000,-0.016408,0.027028,0.063556
0.512000,-0.015900,0.027276,0.064251
0.514000,-0.015900,0.027276,0.064251
0.514000,-0.015644,0.027367,0.064621
0.518000,-0.015135,0.027486,0.065399
0.520000,-0.015135,0.027486,0.065399
0.522000,-0.014887,0.027514,0.065807
0.522000,-0.014643,0.027523,0.066227
0.524000,-0.014406,0.027513,0.066659
0.526000,-0.014177,0.027484,0.067102
0.530000,-0.013747,0.027371,0.068025
0.532000,-0.013747,0.027371,0.068025
0.534000,-0.013548,0.027288,0.068504
0.534000,-0.013359,0.027188,0.068991
0.536000,-0.013182,0.027073,0.069488
0.538000,-0.013017,0.026941,0.069994
0.542000,-0.012730,0.026631,0.071032
0.544000,-0.012730,0.026631,0.071032
0.546000,-0.012608,0.026454,0.071564
0.546000,-0.012501,0.026263,0.072104
0.550000,-0.012409,0.026059,0.072651
0.550000,-0.012332,0.025841,0.073207
0.552000,-0.012272,0.025609,0.073771
0.554000,-0.012227,0.025365,0.074343
0.558000,-0.012188,0.024841,0.075511
0.560000,-0.012188,0.024841,0.075511
0.560000,-0.012193,0.024561,0.076107
0.562000,-0.012212,0.024270,0.076707
0.564000,-0.012248,0.023969,0.077314
0.566000,-0.012301,0.023658,0.077927
0.570000,-0.012458,0.023006,0.079175
0.572000,-0.012458,0.023006,0.079175
0.572000,-0.012562,0.022665,0.079809
0.574000,-0.012680,0.022317,0.080449
0.576000,-0.012815,0.021960,0.081097
0.580000,-0.013134,0.021222,0.082416
0.582000,-0.013318,0.020841,0.083089
0.582000,-0.013318,0.020841,0.083089
0.586000,-0.013727,0.020060,0.084454
0.588000,-0.013727,0.020060,0.084454
0.590000,-0.013954,0.019660,0.085148
0.590000,-0.014194,0.019254,0.085847
0.592000,-0.014450,0.018843,0.086553
0.596000,-0.015007,0.018002,0.087991
0.596000,-0.015007,0.018002,0.087991
0.598000,-0.015307,0.017574,0.088722
0.600000,-0.015619,0.017140,0.089458
0.604000,-0.016281,0.016260,0.090956
0.606000,-0.016281,0.016260,0.090956
0.606000,-0.016630,0.015814,0.091718
0.608000,-0.016990,0.015365,0.092486
0.612000,-0.017361,0.014912,0.093262
0.612000,-0.017743,0.014457,0.094044
0.614000,-0.018136,0.013999,0.094835
0.616000,-0.018539,0.013539,0.095634
0.620000,-0.019371,0.012613,0.097258
0.622000,-0.019800,0.012149,0.098086
0.624000,-0.019800,0.012149,0.098086
0.624000,-0.020282,0.011641,0.098855
0.626000,-0.020808,0.011095,0.099563
0.628000,-0.021325,0.010540,0.100116
0.632000,-0.021826,0.009984,0.100522
0.632000,-0.022303,0.009432,0.100786
0.634000,-0.022753,0.008887,0.100926
0.636000,-0.023171,0.008355,0.100966
0.640000,-0.023558,0.007837,0.100914
0.642000,-0.023910,0.007334,0.100790
0.642000,-0.024227,0.006850,0.100613
0.644000,-0.024507,0.006384,0.100399
0.646000,-0.024749,0.005938,0.100166
0.650000,-0.024954,0.005511,0.099925
0.652000,-0.025120,0.005104,0.099686
0.652000,-0.025249,0.004717,0.099460
0.654000,-0.025341,0.004349,0.099250
0.656000,-0.025398,0.004001,0.099064
0.660000,-0.025419,0.003671,0.098903
0.660000,-0.025408,0.003360,0.098771
0.662000,-0.025365,0.003066,0.098670
0.666000,-0.025292,0.002790,0.098600
0.668000,-0.025191,0.002531,0.098563
0.668000,-0.025064,0.002288,0.098557
0.670000,-0.024912,0.002060,0.098583
0.674000,-0.024737,0.001848,0.098641
0.676000,-0.024540,0.001650,0.098730
0.676000,-0.024323,0.001467,0.098848
0.678000,-0.024087,0.001297,0.098996
0.682000,-0.023833,0.001139,0.099172
0.682000,-0.023564,0.000994,0.099375
0.684000,-0.023279,0.000860,0.099606
0.688000,-0.022980,0.000738,0.099862
0.690000,-0.022670,0.000626,0.100144
0.690000,-0.022347,0.000525,0.100449
0.694000,-0.022015,0.000433,0.100777
0.696000,-0.021674,0.000351,0.101128
0.696000,-0.021325,0.000278,0.101500
0.700000,-0.020969,0.000213,0.101894
0.702000,-0.020607,0.000156,0.102310
0.702000,-0.020239,0.000108,0.102746
0.704000,-0.019866,0.000067,0.103202
0.708000,-0.019489,0.000034,0.103679
0.710000,-0.019109,0.000007,0.104175
0.712000,-0.018726,-0.000012,0.104691
0.712000,-0.018340,-0.000025,0.105223
0.716000,-0.017953,-0.000031,0.105774
0.718000,-0.017563,-0.000032,0.106341
0.718000,-0.017173,-0.000026,0.106926
0.720000,-0.016782,-0.000015,0.107528
0.724000,-0.016391,0.000001,0.108147
0.726000,-0.016000,0.000023,0.108783
0.726000,-0.015610,0.000050,0.109436
0.728000,-0.015220,0.000082,0.110107
0.730000,-0.014832,0.000119,0.110795
0.734000,-0.014445,0.000160,0.111500
0.736000,-0.014060,0.000206,0.112223
0.736000,-0.013677,0.000257,0.112963
0.738000,-0.013296,0.000311,0.113717
0.742000,-0.012544,0.000431,0.115267
0.744000,-0.012544,0.000431,0.115267
0.744000,-0.012173,0.000496,0.116063
0.746000,-0.011805,0.000564,0.116872
0.750000,-0.011080,0.000712,0.118536
0.750000,-0.011080,0.000712,0.118536
0.752000,-0.010722,0.000790,0.119392
0.756000,-0.010018,0.000956,0.121150
0.758000,-0.009672,0.001043,0.122055
0.758000,-0.009672,0.001043,0.122055
0.760000,-0.009329,0.001133,0.122977
0.764000,-0.008991,0.001225,0.123908
0.764000,-0.008658,0.001318,0.124849
0.766000,-0.008329,0.001414,0.125800
0.770000,-0.008005,0.001511,0.126763
0.772000,-0.007685,0.001611,0.127738
0.772000,-0.007369,0.001712,0.128726
0.774000,-0.007058,0.001816,0.129729
0.778000,-0.006446,0.002029,0.131783
0.778000,-0.006446,0.002029,0.131783
0.780000,-0.006146,0.002138,0.132837
0.782000,-0.005850,0.002249,0.133908
0.784000,-0.005850,0.002249,0.133908
0.784000,-0.005270,0.002475,0.136112
0.788000,-0.004987,0.002589,0.137220
0.790000,-0.004710,0.002702,0.138329
0.794000,-0.004438,0.002814,0.139437
0.794000,-0.004171,0.002926,0.140547
0.796000,-0.003908,0.003039,0.141663
0.798000,-0.003648,0.003152,0.142791
0.800000,-0.003392,0.003265,0.143935
0.802000,-0.003138,0.003380,0.145101
0.804000,-0.002886,0.003496,0.146292
0.808000,-0.002637,0.003612,0.147512
0.810000,-0.002390,0.003730,0.148766
0.810000,-0.002144,0.003849,0.150061
0.812000,-0.001908,0.003961,0.151294
0.814000,-0.001798,0.004159,0.152453
0.818000,-0.001836,0.004450,0.153548
0.818000,-0.002001,0.004819,0.154590
0.820000,-0.002237,0.005223,0.155408
0.822000,-0.002522,0.005654,0.155990
0.826000,-0.002834,0.006109,0.156329
0.828000,-0.003165,0.006587,0.156445
0.828000,-0.003507,0.007086,0.156368
0.830000,-0.003856,0.007606,0.156130
0.834000,-0.004554,0.008705,0.155295
0.836000,-0.004554,0.008705,0.155295
0.836000,-0.004893,0.009279,0.154753
0.838000,-0.005225,0.009870,0.154201
0.842000,-0.005542,0.010474,0.153640
0.842000,-0.005840,0.011086,0.153087
0.844000,-0.006113,0.011703,0.152547
0.846000,-0.006359,0.012321,0.152028
0.848000,-0.006574,0.012938,0.151533
0.850000,-0.006757,0.013549,0.151065
0.852000,-0.006757,0.013549,0.151065
0.852000,-0.007021,0.014748,0.150216
0.856000,-0.007099,0.015331,0.149837
0.858000,-0.007141,0.015902,0.149491
0.860000,-0.007151,0.016457,0.149178
0.862000,-0.007129,0.016997,0.148894
0.866000,-0.007080,0.017519,0.148642
0.866000,-0.007002,0.018024,0.148419
0.868000,-0.006899,0.018510,0.148227
0.872000,-0.006623,0.019424,0.147936
0.872000,-0.006623,0.019424,0.147936
0.874000,-0.006454,0.019852,0.147835
0.876000,-0.006269,0.020260,0.147764
0.878000,-0.006068,0.020649,0.147721
0.882000,-0.005852,0.021017,0.147706
0.884000,-0.005625,0.021366,0.147719
0.884000,-0.005387,0.021694,0.147757
0.886000,-0.005141,0.022003,0.147822
0.888000,-0.004888,0.022291,0.147906
0.892000,-0.004366,0.022809,0.148133
0.894000,-0.004366,0.022809,0.148133
0.896000,-0.004100,0.023039,0.148274
0.898000,-0.003835,0.023251,0.148432
0.898000,-0.003571,0.023445,0.148608
0.900000,-0.003309,0.023620,0.148802
0.902000,-0.003052,0.023777,0.149012
0.906000,-0.002553,0.024039,0.149482
0.908000,-0.002553,0.024039,0.149482
0.910000,-0.002315,0.024144,0.149742
0.910000,-0.002085,0.024233,0.150018
0.912000,-0.001864,0.024304,0.150304
0.914000,-0.001654,0.024358,0.150600
0.918000,-0.001454,0.024396,0.150904
0.918000,-0.001266,0.024417,0.151217
0.920000,-0.001091,0.024423,0.151539
0.922000,-0.000929,0.024414,0.151871
0.924000,-0.000781,0.024390,0.152212
0.928000,-0.000648,0.024350,0.152564
0.930000,-0.000530,0.024296,0.152926
0.930000,-0.000427,0.024228,0.153300
0.934000,-0.000339,0.024145,0.153685
0.934000,-0.000268,0.024049,0.154083
0.936000,-0.000213,0.023938,0.154492
0.938000,-0.000173,0.023814,0.154907
0.942000,-0.000147,0.023675,0.155325
0.944000,-0.000136,0.023524,0.155747
0.944000,-0.000141,0.023359,0.156173
0.946000,-0.000161,0.023183,0.156604
0.948000,-0.000198,0.022994,0.157042
0.950000,-0.000252,0.022795,0.157488
0.954000,-0.000323,0.022584,0.157943
0.956000,-0.000411,0.022363,0.158409
0.956000,-0.000516,0.022132,0.158886
0.958000,-0.000638,0.021890,0.159375
0.960000,-0.000777,0.021638,0.159878
0.962000,-0.000930,0.021375,0.160382
0.966000,-0.001096,0.021101,0.160886
0.968000,-0.001275,0.020817,0.161390
0.968000,-0.001468,0.020524,0.161897
0.970000,-0.001675,0.020222,0.162408
0.972000,-0.001898,0.019912,0.162926
0.976000,-0.002136,0.019596,0.163455
0.976000,-0.002390,0.019272,0.163998
0.978000,-0.002660,0.018941,0.164557
0.980000,-0.002946,0.018603,0.165133
0.982000,-0.003247,0.018259,0.165731
0.984000,-0.003564,0.017907,0.166351
0.988000,-0.003896,0.017549,0.166994
0.990000,-0.004232,0.017179,0.167623
0.990000,-0.004573,0.016800,0.168238
0.992000,-0.004920,0.016414,0.168839
0.994000,-0.005276,0.016023,0.169435
0.996000,-0.005644,0.015628,0.170037
1.000000,-0.006026,0.015231,0.170656
1.002000,-0.006428,0.014834,0.171318
1.002000,-0.006853,0.014436,0.172039
1.004000,-0.007300,0.014036,0.172829
1.006000,-0.007768,0.013633,0.173695
1.010000,-0.008310,0.013157,0.174539
1.012000,-0.008907,0.012619,0.175362
1.012000,-0.009512,0.012062,0.176019
1.014000,-0.010114,0.011495,0.176511
1.016000,-0.010705,0.010927,0.176841
1.020000,-0.011278,0.010363,0.177029
1.022000,-0.011829,0.009809,0.177098
1.022000,-0.012354,0.009268,0.177071
1.024000,-0.012850,0.008743,0.176972
1.026000,-0.013313,0.008236,0.176821
1.028000,-0.013741,0.007748,0.176636
1.032000,-0.014134,0.007281,0.176433
1.032000,-0.014489,0.006833,0.176224
1.034000,-0.014807,0.006406,0.176019
1.036000,-0.015088,0.005998,0.175828
1.038000,-0.015332,0.005610,0.175649
1.040000,-0.015542,0.005241,0.175488
1.042000,-0.015719,0.004891,0.175348
1.046000,-0.015864,0.004558,0.175232
1.048000,-0.015978,0.004243,0.175140
1.050000,-0.016063,0.003944,0.175075
1.050000,-0.016121,0.003661,0.175038
1.052000,-0.016121,0.003661,0.175038
1.056000,-0.016158,0.003141,0.175047
1.058000,-0.016141,0.002902,0.175092
1.060000,-0.016100,0.002678,0.175165
1.060000,-0.016039,0.002466,0.175265
1.062000,-0.015959,0.002268,0.175390
1.064000,-0.015860,0.002082,0.175540
1.068000,-0.015611,0.001748,0.175911
1.070000,-0.015611,0.001748,0.175911
1.070000,-0.015460,0.001600,0.176131
1.072000,-0.015295,0.001464,0.176375
1.074000,-0.015115,0.001340,0.176640
1.078000,-0.014717,0.001124,0.177236
1.080000,-0.014717,0.001124,0.177236
1.082000,-0.014501,0.001032,0.177566
1.082000,-0.014275,0.000950,0.177917
1.084000,-0.014040,0.000877,0.178288
1.086000,-0.013797,0.000813,0.178680
1.088000,-0.013546,0.000757,0.179090
1.092000,-0.013289,0.000710,0.179517
1.094000,-0.013027,0.000670,0.179962
1.096000,-0.012759,0.000638,0.180424
1.096000,-0.012486,0.000613,0.180904
1.100000,-0.012209,0.000595,0.181400
1.100000,-0.011929,0.000584,0.181914
1.102000,-0.011645,0.000580,0.182446
1.106000,-0.011359,0.000582,0.182995
1.106000,-0.011070,0.000591,0.183562
1.108000,-0.010779,0.000606,0.184146
1.110000,-0.010487,0.000627,0.184748
1.112000,-0.010195,0.000654,0.185365
1.114000,-0.009902,0.000686,0.185998
1.118000,-0.009609,0.000723,0.186645
1.118000,-0.009317,0.000765,0.187309
1.120000,-0.009025,0.000812,0.187988
1.122000,-0.008733,0.000863,0.188684
1.124000,-0.008443,0.000920,0.189396
1.128000,-0.008153,0.000981,0.190125
1.130000,-0.007865,0.001045,0.190871
1.132000,-0.007578,0.001114,0.191635
1.132000,-0.007293,0.001186,0.192418
1.134000,-0.007009,0.001262,0.193218
1.138000,-0.006728,0.001341,0.194036
1.138000,-0.006450,0.001423,0.194870
1.140000,-0.006174,0.001507,0.195717
1.144000,-0.005901,0.001594,0.196579
1.146000,-0.005631,0.001683,0.197456
1.146000,-0.005364,0.001775,0.198350
1.148000,-0.005098,0.001870,0.199260
1.150000,-0.004835,0.001967,0.200187
1.154000,-0.004574,0.002066,0.201133
1.156000,-0.004316,0.002168,0.202097
1.156000,-0.004060,0.002271,0.203081
1.158000,-0.003806,0.002376,0.204084
1.160000,-0.003555,0.002484,0.205107
1.162000,-0.003308,0.002592,0.206141
1.164000,-0.003065,0.002700,0.207184
1.166000,-0.002825,0.002809,0.208240
1.168000,-0.002589,0.002919,0.209307
1.170000,-0.002356,0.003029,0.210389
1.174000,-0.002126,0.003141,0.211486
1.176000,-0.001898,0.003253,0.212600
1.178000,-0.001673,0.003367,0.213733
1.178000,-0.001450,0.003481,0.214887
1.182000,-0.001229,0.003596,0.216063
1.184000,-0.001011,0.003712,0.217263
1.184000,-0.000794,0.003828,0.218488
1.188000,-0.000580,0.003945,0.219740
1.190000,-0.000374,0.004056,0.220970
1.190000,-0.000174,0.004165,0.222188
1.192000,0.000021,0.004270,0.223396
1.196000,0.000215,0.004376,0.224617
1.196000,0.000410,0.004484,0.225881
1.200000,0.000309,0.004760,0.227092
1.202000,-0.000090,0.005197,0.228258
1.202000,-0.000595,0.005690,0.229196
1.204000,-0.001170,0.006225,0.229889
1.206000,-0.001781,0.006792,0.230324
1.210000,-0.002419,0.007387,0.230521
1.212000,-0.003074,0.008004,0.230509
1.212000,-0.003739,0.008644,0.230345
1.214000,-0.004403,0.009306,0.230066
1.216000,-0.005057,0.009985,0.229701
1.218000,-0.005694,0.010680,0.229276
1.222000,-0.006310,0.011386,0.228822
1.224000,-0.006897,0.012099,0.228345
1.224000,-0.007449,0.012815,0.227855
1.226000,-0.007961,0.013530,0.227362
1.228000,-0.008432,0.014240,0.226873
1.232000,-0.008857,0.014943,0.226394
1.232000,-0.009237,0.015635,0.225929
1.234000,-0.009569,0.016314,0.225482
1.238000,-0.009854,0.016978,0.225057
1.240000,-0.010093,0.017625,0.224652
1.240000,-0.010284,0.018254,0.224269
1.242000,-0.010431,0.018862,0.223911
1.244000,-0.010533,0.019450,0.223578
1.248000,-0.010594,0.020017,0.223269
1.250000,-0.010614,0.020561,0.222985
1.252000,-0.010596,0.021082,0.222726
1.252000,-0.010543,0.021581,0.222493
1.254000,-0.010458,0.022057,0.222286
1.256000,-0.010341,0.022510,0.222106
1.260000,-0.010197,0.022939,0.221952
1.262000,-0.010027,0.023346,0.221822
1.262000,-0.009833,0.023730,0.221714
1.266000,-0.009616,0.024090,0.221628
1.266000,-0.009381,0.024427,0.221564
1.268000,-0.009129,0.024743,0.221522
1.270000,-0.008864,0.025037,0.221500
1.274000,-0.008587,0.025309,0.221497
1.276000,-0.008299,0.025560,0.221513
1.276000,-0.008005,0.025791,0.221547
1.278000,-0.007704,0.026002,0.221599
1.280000,-0.007401,0.026192,0.221670
1.284000,-0.006789,0.026515,0.221863
1.286000,-0.006789,0.026515,0.221863
1.288000,-0.006485,0.026648,0.221984
1.288000,-0.006183,0.026764,0.222120
1.290000,-0.005884,0.026861,0.222269
1.292000,-0.005590,0.026940,0.222430
1.296000,-0.005303,0.027001,0.222604
1.298000,-0.005024,0.027045,0.222790
1.300000,-0.004754,0.027072,0.222988
1.300000,-0.004495,0.027082,0.223200
1.302000,-0.004247,0.027076,0.223424
1.304000,-0.004011,0.027055,0.223661
1.308000,-0.003788,0.027017,0.223912
1.310000,-0.003578,0.026965,0.224175
1.310000,-0.003381,0.026897,0.224451
1.312000,-0.003199,0.026815,0.224738
1.314000,-0.003030,0.026718,0.225033
1.316000,-0.002875,0.026606,0.225338
1.318000,-0.002736,0.026479,0.225653
1.320000,-0.002613,0.026338,0.225978
1.322000,-0.002505,0.026184,0.226314
