time,left_hip_yaw,left_hip_pitch,left_knee,right_hip_yaw,right_hip_pitch,right_knee
0.112000,2.552924,-1.265826,-0.009931,12.351425,-13.361604,-31.017121
0.114000,2.253103,-1.353648,0.014487,12.134483,-13.455483,-30.751047
0.116000,2.260363,-1.603900,-0.019403,12.011538,-13.480347,-30.503027
0.118000,2.189370,-1.547207,-0.030449,11.831547,-13.548099,-30.153144
0.120000,2.148707,-1.554123,-0.048351,11.699983,-13.600612,-29.863219
0.122000,2.149927,-1.744454,-0.078758,11.663183,-13.590306,-29.604459
0.124000,2.042982,-1.617191,-0.078832,11.529731,-13.590627,-29.195075
0.126000,1.974333,-1.639757,-0.093580,11.477304,-13.552517,-28.830358
0.128000,1.892770,-1.655050,-0.100654,11.432906,-13.490447,-28.454846
0.130000,1.807077,-1.675319,-0.104666,11.400110,-13.408470,-28.066626
0.132000,1.701074,-1.639542,-0.105720,11.379494,-13.307614,-27.667555
0.134000,1.602194,-1.774379,-0.113790,11.434729,-13.191205,-27.354524
0.136000,1.478683,-1.579334,-0.104064,11.385205,-13.050104,-26.841515
0.138000,1.354067,-1.540944,-0.103140,11.412133,-12.885652,-26.399847
0.140000,0.786468,-1.824254,0.000873,11.433095,-12.730247,-25.970272
0.142000,0.609672,-1.818074,0.013327,11.493065,-12.527863,-25.511201
0.144000,0.693056,-2.535915,-0.060773,11.493065,-12.527863,-25.511201
0.146000,0.483215,-1.445846,-0.002414,11.672093,-12.179572,-24.613615
0.148000,0.398933,-1.403301,-0.023712,11.886621,-12.009093,-24.319695
0.150000,0.329682,-1.369249,-0.033934,12.043814,-11.766281,-23.881883
0.152000,0.242446,-1.290660,-0.036676,12.185140,-11.512283,-23.436368
0.154000,0.145064,-1.189562,-0.035604,12.315130,-11.253123,-22.994508
0.156000,0.061512,-1.211931,-0.047137,12.506383,-11.010976,-22.676154
0.158000,-0.062438,-0.936382,-0.031769,12.571160,-10.696512,-22.106792
0.160000,-0.164846,-0.781903,-0.026580,12.680595,-10.420551,-21.675920
0.162000,-0.253166,-0.718502,-0.026298,12.818256,-10.107709,-21.228612
0.164000,-0.390811,-0.678182,-0.033153,13.030226,-9.812276,-20.903853
0.166000,-1.176105,-2.393734,0.187439,13.106740,-9.443179,-20.333379
0.168000,-1.223608,-2.589963,0.178395,13.298567,-9.157904,-20.033755
0.170000,-1.197546,-1.981978,0.144431,13.395798,-9.121405,-19.898715
0.172000,-1.175031,-1.323860,0.113724,13.452859,-9.148621,-19.830857
0.174000,-1.136755,-0.776857,0.078465,13.538992,-9.087214,-19.686002
0.176000,-1.082938,-0.397496,0.039862,13.667266,-8.916505,-19.442992
0.178000,-1.022153,-0.145604,0.001030,13.821390,-8.656726,-19.120643
0.180000,-1.116309,0.409402,-0.024230,13.977530,-8.340840,-18.750269
0.182000,-1.085210,0.523610,-0.050728,14.118549,-7.995615,-18.357982
0.184000,-0.801634,0.171839,-0.103098,14.286679,-7.579733,-17.909278
0.186000,-0.958354,0.137584,-0.165780,14.440840,-7.169719,-17.477138
0.188000,-0.613328,-0.345776,-0.218430,14.493589,-6.830535,-17.113689
0.190000,-4.922638,-9.244500,1.092589,14.497075,-6.525813,-16.786168
0.192000,-4.684842,-8.837004,1.061558,14.446402,-6.171784,-16.341708
0.194000,-4.439083,-7.914379,0.976761,14.411435,-6.007465,-16.232396
0.196000,-3.619004,-2.864447,0.596340,14.336504,-7.178198,-17.398574
0.198000,-1.456294,1.237967,0.014209,14.303564,-8.307881,-18.541971
0.200000,-0.566510,2.860389,-0.312939,14.303564,-8.307881,-18.541971
0.202000,0.870116,6.210453,-0.728190,14.820978,-8.177653,-18.462642
0.204000,1.377086,6.778039,-0.875821,15.051747,-7.468657,-17.762474
0.206000,1.732435,6.968618,-0.974740,15.292145,-6.715269,-17.016623
0.208000,1.236893,11.324784,-17.126291,-10.096052,-3.251463,2.208126
0.210000,1.370255,9.779804,-15.655239,-10.369476,-3.296551,2.250774
0.212000,1.841280,8.201690,-13.638666,-8.960300,-2.381809,2.104165
0.214000,2.010578,6.644592,-11.992961,-7.721222,-2.024693,1.992637
0.216000,2.046687,5.470205,-10.865747,-6.304718,-2.000033,1.920546
0.218000,2.046687,5.470205,-10.865747,-6.533819,-2.066699,1.958278
0.220000,1.522531,3.540383,-9.227987,-4.383444,-1.788968,1.723582
0.222000,1.109457,2.528952,-8.423776,-3.396892,-1.608706,1.617189
0.224000,0.309440,1.589948,-7.795370,-2.423029,-2.051189,1.463867
0.226000,-0.590574,0.870791,-7.399295,-1.744638,-2.483465,1.324313
0.228000,-1.448703,0.340625,-7.178442,-1.331602,-2.754230,1.205798
0.230000,-2.241136,-0.137727,-6.995444,-1.001094,-2.867642,1.099876
0.232000,-2.241136,-0.137727,-6.995444,-1.153473,-2.893412,1.124637
0.234000,-3.635080,-0.996486,-6.737742,-0.455052,-2.638357,0.911223
0.236000,-4.347634,-1.235314,-6.761641,-0.217876,-2.649172,0.828215
0.238000,-5.077859,-1.533042,-6.770698,0.066081,-2.524914,0.733546
0.240000,-5.716359,-1.664857,-6.934324,0.181814,-2.296547,0.646524
0.242000,-6.236035,-1.670039,-7.204916,0.274096,-2.028837,0.581820
0.244000,-6.720075,-1.582444,-7.565593,0.339019,-1.745337,0.520844
0.246000,-7.187112,-1.408639,-8.008827,0.378523,-1.461170,0.462656
0.248000,-7.658066,-1.187254,-8.504460,0.420415,-1.161834,0.398677
0.250000,-8.116598,-0.886394,-9.073499,0.437963,-0.868249,0.337288
0.252000,-8.565137,-0.513922,-9.705842,0.431436,-0.583598,0.277177
0.254000,-9.000758,-0.064677,-10.389952,0.382691,-0.320751,0.221925
0.256000,-9.431756,0.435703,-11.111105,0.316308,-0.060797,0.168059
0.258000,-9.856880,0.975527,-11.856550,0.243044,0.204487,0.115650
0.260000,-10.278370,1.567150,-12.655006,0.170749,0.475072,0.061228
0.262000,-10.693903,2.190717,-13.469416,0.094372,0.752193,0.008591
0.264000,-11.105155,2.840582,-14.293665,0.013684,1.031515,-0.042268
0.266000,-11.152527,2.843047,-14.323987,-0.225868,1.406490,-0.109777
0.268000,-11.936558,4.114647,-15.826305,-0.333097,1.692798,-0.155306
0.270000,-12.354062,4.797900,-16.628105,-0.428801,1.980934,-0.199782
0.274000,-12.354062,4.797900,-16.628105,-0.428801,1.980934,-0.199782
0.274000,-12.782314,5.561453,-17.524561,-0.510441,2.240287,-0.242618
0.276000,-13.617433,6.979156,-19.113606,-0.664046,2.793344,-0.319795
0.278000,-13.650182,6.970939,-19.113669,-0.737122,3.073933,-0.357066
0.280000,-14.471817,8.361691,-20.594591,-0.811697,3.331973,-0.387063
0.282000,-14.924120,9.056153,-21.319644,-0.982804,3.901382,-0.475009
0.284000,-15.359928,9.660333,-21.916515,-0.944430,3.807564,-0.439658
0.286000,-15.802965,10.284828,-22.530827,-1.003994,4.055288,-0.464320
0.288000,-16.265541,10.913891,-23.145440,-1.059709,4.260568,-0.483904
0.290000,-16.284100,10.891574,-23.112221,-1.320683,4.492885,-0.529204
0.292000,-17.107499,12.002226,-24.135227,-1.364863,4.721311,-0.548577
0.294000,-17.522157,12.521648,-24.590917,-1.646112,5.784805,-0.717773
0.296000,-17.946242,13.076653,-25.093757,-1.424018,5.142052,-0.585121
0.298000,-18.364080,13.594300,-25.562534,-1.464834,5.219623,-0.594727
0.300000,-18.788971,14.119006,-26.036157,-1.459683,5.324013,-0.601151
0.302000,-19.140664,14.533314,-26.359681,-1.385614,5.556604,-0.609116
0.304000,-19.147858,14.497843,-26.302008,-1.339985,5.770132,-0.618552
0.306000,-19.721091,15.157308,-26.749254,-1.307949,5.952546,-0.628387
0.308000,-20.006964,15.450856,-26.919536,-1.274635,6.127898,-0.639011
0.310000,-20.266735,15.710469,-27.054397,-1.247977,6.264045,-0.649581
0.312000,-20.266735,15.710469,-27.054397,-1.042162,6.522937,-0.696125
0.314000,-20.724606,16.151922,-27.247415,-1.194411,6.472326,-0.672982
0.316000,-20.940570,16.352166,-27.320546,-1.488868,6.460630,-0.719107
0.318000,-20.940570,16.352166,-27.320546,-1.289231,6.719013,-0.770316
0.320000,-21.185200,16.569254,-27.317076,-1.312513,6.698675,-0.735528
0.322000,-21.349803,16.734425,-27.325092,-1.393730,6.675067,-0.760667
0.324000,-21.442868,16.795884,-27.291284,-1.270635,6.786462,-0.763148
0.326000,-21.442868,16.795884,-27.291284,-1.050616,7.045101,-0.817022
0.328000,-21.593178,16.941084,-27.162810,-1.349534,6.734315,-0.803114
0.330000,-21.628013,16.944021,-27.074122,-1.262184,6.779479,-0.808223
0.332000,-21.616625,16.928779,-26.941434,-1.233542,6.782975,-0.823051
0.334000,-21.588209,16.899117,-26.795739,-1.314097,6.694282,-0.847484
0.336000,-21.545149,16.854593,-26.633785,-1.314562,6.643466,-0.866336
0.338000,-21.481898,16.791425,-26.456494,-1.661932,7.828395,-1.106273
0.340000,-21.385601,16.700610,-26.255195,-1.760184,6.589645,-0.951899
0.342000,-21.252007,16.626911,-26.084010,-1.535886,6.842066,-1.013096
0.344000,-21.102947,16.476302,-25.813958,-1.743145,6.506524,-0.985288
0.346000,-20.910631,16.323640,-25.577011,-1.676760,6.480619,-0.999760
0.348000,-20.704395,16.158194,-25.339695,-1.946030,7.619314,-1.223658
0.350000,-20.491587,15.983615,-25.098794,-1.610265,6.347740,-1.029378
0.352000,-20.258466,15.794589,-24.843115,-1.641840,6.241194,-1.051097
0.354000,-20.111090,15.708615,-24.737237,-1.620846,6.014944,-1.059950
0.356000,-19.864010,15.505633,-24.478206,-1.598466,5.893936,-1.074653
0.358000,-19.620301,15.283594,-24.224042,-1.478740,5.758851,-1.082136
0.360000,-19.620301,15.283594,-24.224042,-1.270917,5.973826,-1.149223
0.362000,-19.071081,14.783229,-23.623353,-1.475797,5.541368,-1.104132
0.364000,-18.751703,14.513611,-23.289707,-1.541054,5.469661,-1.119310
0.366000,-18.464527,14.244606,-22.972150,-2.414954,7.395724,-1.426892
0.368000,-18.160265,13.964312,-22.656752,-2.095094,6.099763,-1.220191
0.370000,-17.886930,13.692364,-22.372293,-2.088672,5.836265,-1.227973
0.372000,-17.886930,13.692364,-22.372293,-1.772763,6.155860,-1.289658
0.374000,-17.360339,13.321231,-22.049843,-2.049650,5.276578,-1.241832
0.376000,-17.124840,13.139410,-21.907419,-1.965027,4.974994,-1.245251
0.378000,-16.847269,12.961550,-21.755373,-1.869164,4.886599,-1.245673
0.380000,-16.553694,12.733574,-21.551843,-1.776689,4.630291,-1.240230
0.382000,-16.276148,12.488020,-21.323525,-1.863639,4.050741,-1.229776
0.384000,-15.971966,12.264825,-21.092678,-1.291200,4.547038,-1.275555
0.386000,-15.676845,11.924140,-20.780471,-1.846930,3.664033,-1.234572
0.388000,-15.453737,11.676286,-20.548053,-1.754718,3.437180,-1.204951
0.390000,-15.137080,11.368103,-20.251863,-2.068964,7.973767,-1.454196
0.392000,-14.815065,11.053458,-19.948297,-1.416281,6.681902,-1.322508
0.394000,-14.961906,11.261461,-20.324718,-1.217701,4.725783,-1.238843
0.396000,-14.961906,11.261461,-20.324718,-0.207440,4.858389,-1.224336
0.398000,-14.881320,11.253405,-20.490248,-1.239149,2.325388,-1.134250
0.400000,-14.815406,11.171284,-20.455888,-1.031664,2.106332,-1.103107
0.402000,-14.478617,10.865500,-20.089240,-1.279916,1.377298,-1.159390
0.404000,-14.158887,10.446174,-19.653900,-1.775218,1.003293,-1.035064
0.406000,-13.842963,10.066773,-19.230117,-1.954261,1.061596,-1.021053
0.408000,0.834780,18.222998,1.948484,12.237935,-6.592429,-21.287494
0.410000,1.936628,19.408718,1.805582,13.575478,-7.353938,-21.008780
0.412000,2.762326,15.773446,1.280557,17.112939,-5.491443,-18.796287
0.414000,3.274581,10.547210,0.876874,20.617515,-3.023188,-16.030726
0.416000,3.622484,5.069259,0.459485,24.109021,-0.354747,-13.179876
0.418000,2.903932,0.939518,0.316285,26.405234,1.732499,-10.863528
0.420000,2.048862,-1.620587,0.366701,27.634282,3.054876,-9.285034
0.422000,0.881483,-0.753816,0.708175,26.986074,2.641575,-9.358469
0.424000,-1.052280,0.831909,1.127329,25.984923,2.031381,-9.678153
0.426000,-2.637576,2.918258,1.527403,24.609626,0.945763,-10.518207
0.428000,-3.265846,3.693527,1.661665,24.615280,1.005997,-10.403902
0.430000,-3.776214,3.850820,1.678673,24.075676,-0.050495,-11.421307
0.432000,-4.340744,4.149355,1.721938,23.938989,-0.433676,-11.872986
0.434000,-4.348795,3.626669,1.672907,24.116604,-0.544563,-12.038100
0.436000,-4.377732,3.068194,1.619963,24.310387,-0.617031,-12.209701
0.438000,-4.561656,3.158479,1.675819,24.310387,-0.617031,-12.209701
0.440000,-4.622558,2.208503,1.601136,24.240242,-1.014869,-12.820527
0.442000,-4.518488,1.713353,1.559656,24.155175,-1.229624,-13.118397
0.444000,-4.533312,1.695399,1.544832,23.881030,-1.603958,-13.606023
0.446000,-4.420125,1.611060,1.528624,23.526687,-2.036539,-14.088023
0.448000,-4.351369,1.576578,1.505439,23.099213,-2.506604,-14.643154
0.450000,-4.183155,1.548675,1.472664,22.657721,-2.971923,-15.224687
0.452000,-4.016914,1.406755,1.440368,22.190671,-3.440717,-15.740097
0.454000,-3.777791,1.254106,1.389441,21.726109,-3.893159,-16.267783
0.456000,-3.488099,1.035344,1.329820,21.291074,-4.305741,-16.739215
0.458000,-3.186233,0.808633,1.264570,20.817767,-4.737411,-17.231632
0.460000,-2.872564,0.570891,1.197924,20.326135,-5.168350,-17.713176
0.462000,-2.523579,0.353180,1.125329,19.800695,-5.610669,-18.194497
0.464000,-2.696053,0.075582,1.156940,19.267303,-6.081324,-18.638404
0.466000,-2.247272,-0.161022,1.082356,18.668741,-6.511506,-19.109531
0.468000,-1.957270,-0.324410,1.024853,18.063082,-6.980005,-19.578500
0.470000,-1.563939,-0.463043,0.943204,17.504830,-7.463392,-20.057989
0.472000,-1.038674,-0.680864,0.833375,17.004845,-7.896641,-20.516273
0.474000,-0.921253,-0.651992,0.801593,16.394321,-8.382716,-20.915890
0.476000,-0.529747,-0.773877,0.713755,15.820680,-8.848119,-21.343064
0.478000,-0.033522,-0.970729,0.606867,15.266188,-9.276869,-21.771382
0.480000,0.306609,-1.102607,0.526333,14.707073,-9.698641,-22.136035
0.482000,0.060662,-1.563702,0.554843,14.157609,-10.110450,-22.436575
0.484000,0.571867,-1.163472,0.458942,13.497493,-10.478313,-22.682423
0.486000,0.800981,-1.253457,0.401639,12.922509,-10.841981,-22.950315
0.488000,0.621400,-1.792592,0.412675,12.922509,-10.841981,-22.950315
0.490000,0.605455,-1.739016,0.415688,12.020473,-11.390555,-23.295931
0.492000,0.366279,-2.334087,0.434352,11.621932,-11.678019,-23.456060
0.494000,0.879138,-2.708283,0.310381,11.662130,-11.610333,-23.471847
0.496000,1.676059,-2.089015,0.129467,11.040842,-12.205674,-23.845048
0.498000,1.881338,-1.891439,0.061905,10.700502,-12.564462,-24.022545
0.500000,2.031866,-1.897932,0.014216,10.339517,-12.785635,-24.103789
0.502000,2.164296,-1.997454,-0.027528,10.014751,-12.924918,-24.100043
0.504000,2.284592,-2.098081,-0.068069,9.721071,-13.024723,-24.054701
0.506000,2.608735,-2.301563,-0.153250,9.511248,-13.081378,-24.032887
0.508000,2.474282,-2.199098,-0.142142,9.192629,-13.171774,-23.907600
0.510000,2.771304,-2.351630,-0.227395,9.017620,-13.201538,-23.857915
0.512000,2.575656,-2.173116,-0.203695,8.688716,-13.278332,-23.709766
0.514000,2.783460,-2.222510,-0.265887,8.506662,-13.289652,-23.638053
0.516000,1.697299,-2.665106,-0.061270,8.355473,-13.259573,-23.468429
0.518000,1.403146,-2.569776,-0.016665,8.146314,-13.224608,-23.222589
0.520000,1.522354,-2.483356,-0.069195,8.140623,-13.231165,-23.104277
0.522000,1.698779,-2.404332,-0.139272,8.226569,-13.204088,-22.967004
0.524000,1.847657,-2.328784,-0.200684,8.320293,-13.143881,-22.796658
0.526000,1.501772,-3.128071,-0.187015,8.424677,-13.081419,-22.611415
0.528000,2.169586,-2.200901,-0.321073,8.506585,-12.928058,-22.423828
0.530000,2.079935,-2.057488,-0.319986,8.549057,-12.788368,-22.102106
0.532000,2.086938,-1.717317,-0.337598,8.598135,-12.761057,-21.953371
0.534000,1.969806,-2.470208,-0.374563,8.681302,-12.594835,-21.673314
0.536000,2.297617,-1.560165,-0.422789,8.787549,-12.299253,-21.359378
0.538000,2.155873,-1.523906,-0.404689,8.863303,-11.995041,-20.892870
0.540000,-0.166671,-3.010564,0.087801,8.905287,-11.805312,-20.599463
0.542000,-0.276995,-3.023610,0.094825,8.993656,-11.476326,-20.185506
0.544000,-0.564799,-3.926575,0.090846,8.993656,-11.476326,-20.185506
0.546000,0.199641,-2.167019,-0.080981,9.604587,-11.352531,-19.985947
0.548000,0.588326,-1.694263,-0.211038,9.977909,-11.308082,-19.977934
0.550000,0.663976,-1.439280,-0.241284,10.220891,-11.106160,-19.678263
0.552000,0.776026,-1.254945,-0.278323,10.442149,-10.833476,-19.365194
0.554000,0.589452,-2.064051,-0.307024,10.442149,-10.833476,-19.365194
0.556000,0.968798,-0.878266,-0.345555,10.842735,-10.174132,-18.645803
0.558000,1.076689,-0.722971,-0.383917,11.049672,-9.810324,-18.257792
0.560000,1.234751,-0.257174,-0.418858,11.198586,-9.560597,-17.970704
0.562000,1.330892,-0.040274,-0.453062,11.170688,-9.539855,-17.962521
0.564000,1.397211,0.149277,-0.482528,11.499935,-8.704037,-17.116299
0.566000,-4.057432,-5.724402,0.706472,11.641485,-8.219475,-16.644239
0.568000,-4.011133,-5.889483,0.681992,11.814305,-7.706812,-16.193659
0.570000,-3.143219,-4.332657,0.460079,12.152575,-8.165559,-16.676819
0.572000,-3.091162,-5.121662,0.390067,12.152575,-8.165559,-16.676819
0.574000,-1.106222,-1.073567,-0.065651,12.792295,-9.127543,-17.797390
0.576000,0.048953,0.545732,-0.366374,13.143744,-9.527156,-18.335718
0.578000,0.723445,0.457668,-0.470285,13.419657,-9.310267,-18.111507
0.580000,1.681283,1.789862,-0.719578,13.660050,-8.830428,-17.708585
0.582000,2.282211,1.399959,-0.790140,13.762700,-8.305640,-17.151157
0.584000,3.099092,2.100968,-0.964201,13.883176,-7.800665,-16.708472
0.586000,3.865927,2.636710,-1.105274,13.927216,-7.081576,-16.006250
0.588000,4.793592,2.970884,-1.361632,13.780572,-6.382458,-15.314591
0.590000,-17.774041,-22.282674,3.564262,13.469344,-5.594381,-14.569921
0.592000,-10.521764,-16.543285,2.159795,13.172437,-4.786223,-13.795990
0.594000,-3.559363,-7.518726,0.544106,13.941737,-8.077806,-17.313776
0.596000,5.953391,8.344560,-1.696598,14.194500,-10.691110,-20.099875
0.598000,11.154246,17.344070,-3.015384,14.532798,-13.489540,-23.201849
0.600000,5.918443,21.502176,-24.194021,-13.328719,-2.463836,2.626790
0.602000,6.461668,17.838768,-20.131958,-13.529133,-1.091564,2.555398
0.604000,6.824199,14.132277,-16.119287,-13.622325,0.078748,2.513703
0.606000,6.824199,14.132277,-16.119287,-14.076924,0.206261,2.552529
0.608000,7.009580,11.977653,-13.712462,-13.266819,0.767430,2.391165
0.610000,7.511146,8.924349,-10.449683,-10.815922,1.390390,2.013174
0.612000,7.690412,7.723097,-9.241137,-9.758535,1.669882,1.833776
0.614000,7.632891,6.829063,-8.431511,-8.998713,2.022466,1.669201
0.616000,7.452610,6.016530,-7.734164,-6.944787,1.321658,1.584236
0.618000,5.894324,5.159385,-7.270079,-5.675236,0.269522,1.390960
0.620000,4.157672,4.464067,-6.944021,-4.680136,-0.752991,1.221456
0.622000,2.557466,3.653521,-6.492940,-3.854566,-1.415967,1.092315
0.624000,1.108400,2.714139,-5.926371,-3.140821,-1.413682,0.905459
0.626000,-0.417719,1.838416,-5.412776,-2.356485,-1.627604,0.760904
0.628000,-1.617917,1.114031,-5.030413,-1.759118,-1.512367,0.656731
0.630000,-1.617917,1.114031,-5.030413,-1.975050,-1.447226,0.667146
0.632000,-3.662692,-0.012312,-4.596609,-0.786949,-1.055750,0.507443
0.634000,-4.675070,-0.499484,-4.474548,-0.338049,-0.787820,0.438510
0.636000,-5.549996,-0.742706,-4.598728,-0.015218,-0.525502,0.385896
0.638000,-6.364371,-0.846908,-4.868225,0.238664,-0.273334,0.339663
0.640000,-7.039564,-0.838364,-5.158868,-0.136307,-0.058267,0.314046
0.642000,-7.863027,-0.730206,-5.736390,0.388308,0.283540,0.238472
0.644000,-8.519622,-0.527862,-6.323647,0.585001,0.520672,0.195273
0.646000,-9.168322,-0.245209,-6.977527,0.674949,0.738295,0.158094
0.648000,-9.693493,0.147708,-7.643322,0.719033,0.787925,0.147345
0.650000,-10.404474,0.501755,-8.434933,0.719958,1.144471,0.087979
0.652000,-10.977326,0.921073,-9.190601,0.707230,1.355930,0.052988
0.654000,-11.414660,1.422557,-9.928879,0.654254,1.433877,0.040695
0.656000,-12.057543,1.924234,-10.826612,0.603586,1.759057,-0.014613
0.658000,-12.560459,2.451515,-11.648494,0.546508,1.945317,-0.047042
0.660000,-12.926274,3.005155,-12.398748,0.452312,2.035435,-0.059355
0.662000,-12.926274,3.005155,-12.398748,0.412739,2.258208,-0.095999
0.664000,-13.959245,4.178644,-14.158730,-0.032625,2.721737,-0.181814
0.666000,-14.409742,4.827736,-15.059754,-0.171617,2.939804,-0.220226
0.668000,-14.826085,5.457692,-15.909605,-0.264197,3.141998,-0.252578
0.670000,-15.106617,6.023051,-16.610858,-0.309522,3.261344,-0.260284
0.672000,-15.501131,6.634925,-17.409965,-0.396764,3.471531,-0.290597
0.674000,-15.501131,6.634925,-17.409965,-0.419569,3.765982,-0.342774
0.676000,-16.275108,7.825515,-18.926060,-0.579628,3.887990,-0.351826
0.678000,-16.772892,8.543053,-19.848768,-0.704334,4.133950,-0.402998
0.680000,-17.015973,9.023310,-20.400253,-0.756835,4.280599,-0.410728
0.682000,-17.494295,9.678799,-21.203721,-0.883409,4.504709,-0.456166
0.684000,-17.724103,10.112132,-21.682639,-0.922687,4.654767,-0.461704
0.686000,-17.999217,10.699817,-22.284210,-0.896872,4.964955,-0.521200
0.688000,-18.060022,10.627515,-22.271261,-0.923120,5.162008,-0.542023
0.690000,-18.060022,10.627515,-22.271261,-0.923120,5.162008,-0.542023
0.692000,-19.215566,12.276251,-24.116430,-1.684422,5.437332,-0.615016
0.694000,-19.446579,12.704546,-24.566719,-1.740433,5.565463,-0.620876
0.696000,-19.826826,13.266575,-25.173412,-1.873546,5.711504,-0.665953
0.698000,-19.961473,13.545295,-25.438802,-1.757981,5.905317,-0.662795
0.700000,-20.301007,14.043531,-25.953711,-1.818619,6.065059,-0.701318
0.702000,-20.534593,14.404154,-26.302476,-1.826333,6.194907,-0.721554
0.704000,-20.639190,14.599680,-26.458382,-1.744448,6.343694,-0.719805
0.706000,-20.843782,14.901042,-26.730040,-1.738871,6.450896,-0.739563
0.708000,-21.051702,15.195700,-26.990925,-1.746871,6.520315,-0.761401
0.710000,-21.246422,15.467441,-27.221703,-1.825034,6.541022,-0.788874
0.712000,-21.422013,15.711641,-27.417295,-1.763558,6.623892,-0.804408
0.714000,-21.569362,15.924594,-27.575047,-1.747494,6.680041,-0.823642
0.716000,-21.702484,16.115126,-27.703401,-2.379083,6.903914,-0.915391
0.718000,-21.817797,16.282133,-27.802694,-2.330548,6.999025,-0.932969
0.720000,-21.896728,16.449650,-27.915751,-2.273661,7.052003,-0.952885
0.722000,-21.914045,16.688605,-28.073160,-2.216599,7.382832,-1.034803
0.724000,-22.012436,16.727206,-28.074049,-2.182215,7.084859,-0.993818
0.726000,-22.161025,16.946380,-28.238528,-2.338923,6.982658,-1.036016
0.728000,-22.104804,16.919658,-28.136317,-2.206266,6.995917,-1.037885
