time,roll,pitch,yaw,roll_d,pitch_d,yaw_d
0.670000,3.100048,3.119260,-3.137798,3.141205,3.141353,-3.141562
0.672000,3.100048,3.119267,-3.137799,3.141205,3.141353,-3.141562
0.676000,3.100048,3.119282,-3.137801,3.141205,3.141353,-3.141562
0.676000,3.100048,3.119282,-3.137801,3.141205,3.141353,-3.141562
0.678000,3.100048,3.119289,-3.137802,3.141205,3.141353,-3.141562
0.680000,3.100048,3.119296,-3.137803,3.141205,3.141353,-3.141562
0.684000,3.100048,3.119303,-3.137804,3.141205,3.141353,-3.141562
0.686000,3.100048,3.119310,-3.137805,3.141205,3.141353,-3.141562
0.686000,3.100049,3.119317,-3.137806,3.141205,3.141353,-3.141562
0.688000,3.100049,3.119324,-3.137807,3.141205,3.141353,-3.141562
0.690000,3.100050,3.119331,-3.137809,3.141205,3.141353,-3.141562
0.694000,3.100050,3.119337,-3.137810,3.141205,3.141353,-3.141562
0.694000,3.100051,3.119344,-3.137811,3.141205,3.141353,-3.141562
0.696000,3.100052,3.119351,-3.137812,3.141205,3.141353,-3.141562
0.698000,3.100053,3.119357,-3.137813,3.141205,3.141353,-3.141562
0.700000,3.100055,3.119363,-3.137814,3.141205,3.141353,-3.141562
0.704000,3.100056,3.119369,-3.137815,3.141205,3.141353,-3.141562
0.706000,3.100057,3.119375,-3.137816,3.141205,3.141353,-3.141562
0.706000,3.100059,3.119381,-3.137817,3.141205,3.141353,-3.141562
0.708000,3.100061,3.119387,-3.137818,3.141205,3.141353,-3.141562
0.710000,3.100063,3.119393,-3.137819,3.141205,3.141353,-3.141562
0.714000,3.100065,3.119398,-3.137820,3.141205,3.141353,-3.141562
0.714000,3.100067,3.119403,-3.137821,3.141205,3.141353,-3.141562
0.716000,3.100069,3.119408,-3.137822,3.141205,3.141353,-3.141562
0.718000,3.100072,3.119413,-3.137823,3.141205,3.141353,-3.141562
0.722000,3.100074,3.119418,-3.137824,3.141205,3.141353,-3.141562
0.724000,3.100077,3.119423,-3.137825,3.141205,3.141353,-3.141562
0.726000,3.100080,3.119428,-3.137826,3.141205,3.141353,-3.141562
0.726000,3.100082,3.119432,-3.137827,3.141205,3.141353,-3.141562
0.728000,3.100085,3.119437,-3.137828,3.141205,3.141353,-3.141562
0.732000,3.100089,3.119441,-3.137829,3.141205,3.141353,-3.141562
0.734000,3.100092,3.119445,-3.137830,3.141205,3.141353,-3.141562
0.734000,3.100095,3.119449,-3.137831,3.141205,3.141353,-3.141562
