time,roll,pitch,yaw,roll_d,pitch_d,yaw_d
0.736000,3.126992,-3.141175,-3.029590,3.141064,3.141431,3.141132
0.736000,3.127372,-3.141242,-3.028845,3.141064,3.141431,3.141132
0.738000,3.127750,-3.141312,-3.028085,3.141064,3.141431,3.141132
0.742000,3.128495,-3.141465,-3.026524,3.141064,3.141431,3.141132
0.744000,3.128495,-3.141465,-3.026524,3.141064,3.141431,3.141132
0.744000,3.128862,-3.141547,-3.025723,3.141064,3.141431,3.141132
0.746000,3.129226,3.141554,-3.024908,3.141064,3.141431,3.141132
0.750000,3.129942,3.141374,-3.023232,3.141064,3.141431,3.141132
0.750000,3.129942,3.141374,-3.023232,3.141064,3.141431,3.141132
0.752000,3.130295,3.141279,-3.022369,3.141064,3.141431,3.141132
0.756000,3.130988,3.141080,-3.020598,3.141064,3.141431,3.141132
0.758000,3.131329,3.140976,-3.019686,3.141064,3.141431,3.141132
0.758000,3.131329,3.140976,-3.019686,3.141064,3.141431,3.141132
0.760000,3.131665,3.140870,-3.018758,3.141064,3.141431,3.141132
0.764000,3.131997,3.140762,-3.017819,3.141064,3.141431,3.141132
0.764000,3.132324,3.140652,-3.016870,3.141064,3.141431,3.141132
0.766000,3.132646,3.140540,-3.015911,3.141064,3.141431,3.141132
0.770000,3.132963,3.140426,-3.014941,3.141064,3.141431,3.141132
0.772000,3.133276,3.140310,-3.013958,3.141064,3.141431,3.141132
0.772000,3.133585,3.140192,-3.012961,3.141064,3.141431,3.141132
0.774000,3.133889,3.140072,-3.011950,3.141064,3.141431,3.141132
